#id      posx      posy    estado
1661        33        11         0
1662        33        12         0
1663        33        13         0
1664        33        14         0
1665        33        15         0
1666        33        16         0
1667        33        17         0
1668        33        18         0
1669        33        19         0
1670        33        20         1
1671        33        21         0
1672        33        22         0
1673        33        23         0
1674        33        24         0
1675        33        25         0
1676        33        26         1
1677        33        27         1
1678        33        28         0
1679        33        29         0
1680        33        30         0
1681        33        31         1
1682        33        32         1
1683        33        33         1
1684        33        34         1
1685        33        35         1
1686        33        36         1
1687        33        37         1
1688        33        38         1
1689        33        39         1
1690        33        40         1
1691        33        41         1
1692        33        42         1
1693        33        43         1
1694        33        44         1
1695        33        45         1
1696        33        46         1
1697        33        47         1
1698        33        48         1
1699        33        49         1
1700        34         0         1
1701        34         1         1
1702        34         2         1
1703        34         3         1
1704        34         4         1
1705        34         5         1
1706        34         6         1
1707        34         7         1
1708        34         8         1
1709        34         9         0
1710        34        10         0
1711        34        11         0
1712        34        12         0
1713        34        13         0
1714        34        14         0
1715        34        15         0
1716        34        16         0
1717        34        17         0
1718        34        18         0
1719        34        19         0
1720        34        20         0
1721        34        21         0
1722        34        22         0
1723        34        23         0
1724        34        24         0
1725        34        25         0
1726        34        26         1
1727        34        27         1
1728        34        28         0
1729        34        29         0
1730        34        30         0
1731        34        31         0
1732        34        32         0
1733        34        33         1
1734        34        34         1
1735        34        35         1
1736        34        36         1
1737        34        37         1
1738        34        38         1
1739        34        39         1
1740        34        40         1
1741        34        41         1
1742        34        42         1
1743        34        43         1
1744        34        44         1
1745        34        45         1
1746        34        46         1
1747        34        47         1
1748        34        48         1
1749        34        49         1
1750        35         0         1
1751        35         1         1
1752        35         2         1
1753        35         3         1
1754        35         4         1
1755        35         5         1
1756        35         6         1
1757        35         7         1
1758        35         8         1
1759        35         9         0
1760        35        10         0
1761        35        11         0
1762        35        12         0
1763        35        13         0
1764        35        14         0
1765        35        15         0
1766        35        16         0
1767        35        17         0
1768        35        18         0
1769        35        19         0
1770        35        20         0
1771        35        21         0
1772        35        22         0
1773        35        23         0
1774        35        24         0
1775        35        25         0
1776        35        26         0
1777        35        27         0
1778        35        28         0
1779        35        29         0
1780        35        30         0
1781        35        31         0
1782        35        32         1
1783        35        33         1
1784        35        34         1
1785        35        35         1
1786        35        36         1
1787        35        37         1
1788        35        38         1
1789        35        39         1
1790        35        40         1
1791        35        41         1
1792        35        42         1
1793        35        43         1
1794        35        44         1
1795        35        45         1
1796        35        46         1
1797        35        47         1
1798        35        48         1
1799        35        49         1
1800        36         0         1
1801        36         1         1
1802        36         2         1
1803        36         3         1
1804        36         4         1
1805        36         5         1
1806        36         6         1
1807        36         7         1
1808        36         8         1
1809        36         9         0
1810        36        10         0
1811        36        11         0
1812        36        12         1
1813        36        13         1
1814        36        14         0
1815        36        15         0
1816        36        16         0
1817        36        17         0
1818        36        18         0
1819        36        19         0
1820        36        20         1
1821        36        21         0
1822        36        22         0
1823        36        23         0
1824        36        24         0
1825        36        25         0
1826        36        26         0
1827        36        27         0
1828        36        28         0
1829        36        29         0
1830        36        30         0
1831        36        31         0
1832        36        32         0
1833        36        33         0
1834        36        34         0
1835        36        35         1
1836        36        36         1
1837        36        37         1
1838        36        38         1
1839        36        39         1
1840        36        40         1
1841        36        41         1
1842        36        42         1
1843        36        43         1
1844        36        44         1
1845        36        45         1
1846        36        46         1
1847        36        47         1
1848        36        48         1
1849        36        49         1
1850        37         0         1
1851        37         1         1
1852        37         2         1
1853        37         3         1
1854        37         4         1
1855        37         5         1
1856        37         6         1
1857        37         7         1
1858        37         8         1
1859        37         9         0
1860        37        10         0
1861        37        11         0
1862        37        12         0
1863        37        13         0
1864        37        14         0
1865        37        15         0
1866        37        16         0
1867        37        17         0
1868        37        18         0
1869        37        19         0
1870        37        20         0
1871        37        21         0
1872        37        22         0
1873        37        23         0
1874        37        24         0
1875        37        25         0
1876        37        26         0
1877        37        27         0
1878        37        28         0
1879        37        29         0
1880        37        30         0
1881        37        31         0
1882        37        32         0
1883        37        33         0
1884        37        34         0
1885        37        35         1
1886        37        36         1
1887        37        37         1
1888        37        38         1
1889        37        39         1
1890        37        40         1
1891        37        41         1
1892        37        42         1
1893        37        43         1
1894        37        44         1
1895        37        45         1
1896        37        46         1
1897        37        47         1
1898        37        48         1
1899        37        49         1
1900        38         0         1
1901        38         1         1
1902        38         2         1
1903        38         3         1
1904        38         4         1
1905        38         5         1
1906        38         6         1
1907        38         7         1
1908        38         8         1
1909        38         9         0
1910        38        10         0
1911        38        11         0
1912        38        12         0
1913        38        13         0
1914        38        14         0
1915        38        15         0
1916        38        16         0
1917        38        17         0
1918        38        18         0
1919        38        19         0
1920        38        20         0
1921        38        21         0
1922        38        22         0
1923        38        23         0
1924        38        24         0
1925        38        25         0
1926        38        26         1
1927        38        27         1
1928        38        28         1
1929        38        29         1
1930        38        30         1
1931        38        31         1
1932        38        32         1
1933        38        33         0
1934        38        34         1
1935        38        35         1
1936        38        36         1
1937        38        37         1
1938        38        38         1
1939        38        39         1
1940        38        40         1
1941        38        41         1
1942        38        42         1
1943        38        43         1
1944        38        44         1
1945        38        45         1
1946        38        46         1
1947        38        47         1
1948        38        48         1
1949        38        49         1
1950        39         0         1
1951        39         1         1
1952        39         2         1
1953        39         3         1
1954        39         4         1
1955        39         5         1
1956        39         6         1
1957        39         7         1
1958        39         8         1
1959        39         9         0
1960        39        10         0
1961        39        11         0
1962        39        12         0
1963        39        13         0
1964        39        14         1
1965        39        15         1
1966        39        16         0
1967        39        17         0
1968        39        18         0
1969        39        19         0
1970        39        20         0
1971        39        21         0
1972        39        22         0
1973        39        23         0
1974        39        24         0
1975        39        25         0
1976        39        26         1
1977        39        27         1
1978        39        28         1
1979        39        29         1
1980        39        30         1
1981        39        31         1
1982        39        32         1
1983        39        33         0
1984        39        34         1
1985        39        35         1
1986        39        36         1
1987        39        37         1
1988        39        38         1
1989        39        39         1
1990        39        40         1
1991        39        41         1
1992        39        42         1
1993        39        43         1
1994        39        44         1
1995        39        45         1
1996        39        46         1
1997        39        47         1
1998        39        48         1
1999        39        49         1
2000        40         0         1
2001        40         1         1
2002        40         2         1
2003        40         3         1
2004        40         4         1
2005        40         5         1
2006        40         6         1
2007        40         7         1
2008        40         8         1
2009        40         9         1
2010        40        10         0
2011        40        11         0
2012        40        12         0
2013        40        13         0
2014        40        14         0
2015        40        15         0
2016        40        16         0
2017        40        17         0
2018        40        18         0
2019        40        19         0
2020        40        20         0
2021        40        21         0
2022        40        22         0
2023        40        23         0
2024        40        24         1
2025        40        25         1
2026        40        26         1
2027        40        27         1
2028        40        28         1
2029        40        29         1
2030        40        30         1
2031        40        31         1
2032        40        32         1
2033        40        33         1
2034        40        34         1
2035        40        35         1
2036        40        36         1
2037        40        37         1
2038        40        38         1
2039        40        39         1
2040        40        40         1
2041        40        41         1
2042        40        42         1
2043        40        43         1
2044        40        44         1
2045        40        45         1
2046        40        46         1
2047        40        47         1
2048        40        48         1
2049        40        49         1
2050        41         0         1
2051        41         1         1
2052        41         2         1
2053        41         3         1
2054        41         4         1
2055        41         5         1
2056        41         6         1
2057        41         7         1
2058        41         8         0
2059        41         9         0
2060        41        10         0
2061        41        11         0
2062        41        12         0
2063        41        13         0
2064        41        14         0
2065        41        15         0
2066        41        16         0
2067        41        17         0
2068        41        18         0
2069        41        19         0
2070        41        20         0
2071        41        21         0
2072        41        22         0
2073        41        23         0
2074        41        24         1
2075        41        25         0
2076        41        26         1
2077        41        27         1
2078        41        28         1
2079        41        29         1
2080        41        30         1
2081        41        31         1
2082        41        32         1
2083        41        33         1
2084        41        34         1
2085        41        35         1
2086        41        36         1
2087        41        37         1
2088        41        38         1
2089        41        39         1
2090        41        40         1
2091        41        41         1
2092        41        42         1
2093        41        43         1
2094        41        44         1
2095        41        45         1
2096        41        46         1
2097        41        47         1
2098        41        48         1
2099        41        49         1
2100        42         0         1
2101        42         1         1
2102        42         2         1
2103        42         3         1
2104        42         4         1
2105        42         5         1
2106        42         6         1
2107        42         7         1
2108        42         8         0
2109        42         9         0
2110        42        10         0
2111        42        11         0
2112        42        12         0
2113        42        13         0
2114        42        14         0
2115        42        15         0
2116        42        16         0
2117        42        17         0
2118        42        18         0
2119        42        19         0
2120        42        20         0
2121        42        21         0
2122        42        22         0
2123        42        23         0
2124        42        24         0
2125        42        25         0
2126        42        26         1
2127        42        27         1
2128        42        28         1
2129        42        29         1
2130        42        30         1
2131        42        31         1
2132        42        32         1
2133        42        33         1
2134        42        34         1
2135        42        35         1
2136        42        36         1
2137        42        37         1
2138        42        38         1
2139        42        39         1
2140        42        40         1
2141        42        41         1
2142        42        42         1
2143        42        43         1
2144        42        44         1
2145        42        45         1
2146        42        46         1
2147        42        47         1
2148        42        48         1
2149        42        49         1
2150        43         0         1
2151        43         1         1
2152        43         2         1
2153        43         3         1
2154        43         4         1
2155        43         5         1
2156        43         6         1
2157        43         7         1
2158        43         8         1
2159        43         9         1
2160        43        10         0
2161        43        11         0
2162        43        12         0
2163        43        13         0
2164        43        14         0
2165        43        15         0
2166        43        16         0
2167        43        17         0
2168        43        18         0
2169        43        19         0
2170        43        20         0
2171        43        21         0
2172        43        22         0
2173        43        23         0
2174        43        24         0
2175        43        25         0
2176        43        26         1
2177        43        27         1
2178        43        28         1
2179        43        29         1
2180        43        30         1
2181        43        31         1
2182        43        32         1
2183        43        33         1
2184        43        34         1
2185        43        35         1
2186        43        36         1
2187        43        37         1
2188        43        38         1
2189        43        39         1
2190        43        40         1
2191        43        41         1
2192        43        42         1
2193        43        43         1
2194        43        44         1
2195        43        45         1
2196        43        46         1
2197        43        47         1
2198        43        48         1
2199        43        49         1
2200        44         0         1
2201        44         1         1
2202        44         2         1
2203        44         3         1
2204        44         4         1
2205        44         5         1
2206        44         6         1
2207        44         7         1
2208        44         8         1
2209        44         9         1
2210        44        10         0
2211        44        11         0
2212        44        12         0
2213        44        13         0
2214        44        14         0
2215        44        15         1
2216        44        16         1
2217        44        17         0
2218        44        18         0
2219        44        19         0
2220        44        20         1
2221        44        21         0
2222        44        22         0
2223        44        23         0
2224        44        24         0
2225        44        25         0
2226        44        26         0
2227        44        27         0
2228        44        28         0
2229        44        29         1
2230        44        30         1
2231        44        31         1
2232        44        32         1
2233        44        33         1
2234        44        34         1
2235        44        35         1
2236        44        36         1
2237        44        37         1
2238        44        38         1
2239        44        39         1
2240        44        40         1
2241        44        41         1
2242        44        42         1
2243        44        43         1
2244        44        44         1
2245        44        45         1
2246        44        46         1
2247        44        47         1
2248        44        48         1
2249        44        49         1
2250        45         0         1
2251        45         1         1
2252        45         2         1
2253        45         3         1
2254        45         4         1
2255        45         5         1
2256        45         6         1
2257        45         7         1
2258        45         8         1
2259        45         9         0
2260        45        10         0
2261        45        11         1
2262        45        12         1
2263        45        13         0
2264        45        14         0
2265        45        15         1
2266        45        16         1
2267        45        17         1
2268        45        18         1
2269        45        19         0
2270        45        20         0
2271        45        21         1
2272        45        22         0
2273        45        23         0
2274        45        24         0
2275        45        25         0
2276        45        26         0
2277        45        27         0
2278        45        28         1
2279        45        29         1
2280        45        30         1
2281        45        31         1
2282        45        32         1
2283        45        33         1
2284        45        34         1
2285        45        35         1
2286        45        36         1
2287        45        37         1
2288        45        38         1
2289        45        39         1
2290        45        40         1
2291        45        41         1
2292        45        42         1
2293        45        43         1
2294        45        44         1
2295        45        45         1
2296        45        46         1
2297        45        47         1
2298        45        48         1
2299        45        49         1
2300        46         0         1
2301        46         1         1
2302        46         2         1
2303        46         3         1
2304        46         4         1
2305        46         5         1
2306        46         6         1
2307        46         7         1
2308        46         8         1
2309        46         9         0
2310        46        10         1
2311        46        11         1
2312        46        12         1
2313        46        13         1
2314        46        14         1
2315        46        15         1
2316        46        16         0
2317        46        17         0
2318        46        18         0
2319        46        19         0
2320        46        20         0
2321        46        21         0
2322        46        22         0
2323        46        23         1
2324        46        24         0
2325        46        25         0
2326        46        26         0
2327        46        27         0
2328        46        28         1
2329        46        29         1
2330        46        30         1
2331        46        31         1
2332        46        32         1
2333        46        33         1
2334        46        34         1
2335        46        35         1
2336        46        36         1
2337        46        37         1
2338        46        38         1
2339        46        39         1
2340        46        40         1
2341        46        41         1
2342        46        42         1
2343        46        43         1
2344        46        44         1
2345        46        45         1
2346        46        46         1
2347        46        47         1
2348        46        48         1
2349        46        49         1
2350        47         0         1
2351        47         1         1
2352        47         2         1
2353        47         3         1
2354        47         4         1
2355        47         5         1
2356        47         6         1
2357        47         7         1
2358        47         8         1
2359        47         9         1
2360        47        10         1
2361        47        11         1
2362        47        12         1
2363        47        13         1
2364        47        14         1
2365        47        15         1
2366        47        16         0
2367        47        17         0
2368        47        18         1
2369        47        19         0
2370        47        20         0
2371        47        21         0
2372        47        22         1
2373        47        23         1
2374        47        24         1
2375        47        25         0
2376        47        26         0
2377        47        27         1
2378        47        28         1
2379        47        29         1
2380        47        30         1
2381        47        31         1
2382        47        32         1
2383        47        33         1
2384        47        34         1
2385        47        35         1
2386        47        36         1
2387        47        37         1
2388        47        38         1
2389        47        39         1
2390        47        40         1
2391        47        41         1
2392        47        42         1
2393        47        43         1
2394        47        44         1
2395        47        45         1
2396        47        46         1
2397        47        47         1
2398        47        48         1
2399        47        49         1
2400        48         0         1
2401        48         1         1
2402        48         2         1
2403        48         3         1
2404        48         4         1
2405        48         5         1
2406        48         6         1
2407        48         7         1
2408        48         8         1
2409        48         9         1
2410        48        10         1
2411        48        11         1
2412        48        12         1
2413        48        13         1
2414        48        14         1
2415        48        15         1
2416        48        16         1
2417        48        17         1
2418        48        18         1
2419        48        19         1
2420        48        20         0
2421        48        21         0
2422        48        22         0
2423        48        23         1
2424        48        24         1
2425        48        25         0
2426        48        26         0
2427        48        27         0
2428        48        28         0
2429        48        29         1
2430        48        30         1
2431        48        31         1
2432        48        32         1
2433        48        33         1
2434        48        34         1
2435        48        35         1
2436        48        36         1
2437        48        37         1
2438        48        38         1
2439        48        39         1
2440        48        40         1
2441        48        41         1
2442        48        42         1
2443        48        43         1
2444        48        44         1
2445        48        45         1
2446        48        46         1
2447        48        47         1
2448        48        48         1
2449        48        49         1
2450        49         0         1
2451        49         1         1
2452        49         2         1
2453        49         3         1
2454        49         4         1
2455        49         5         1
2456        49         6         1
2457        49         7         1
2458        49         8         1
2459        49         9         1
2460        49        10         1
2461        49        11         1
2462        49        12         1
2463        49        13         1
2464        49        14         1
2465        49        15         1
2466        49        16         1
2467        49        17         1
2468        49        18         1
2469        49        19         1
2470        49        20         0
2471        49        21         0
2472        49        22         0
2473        49        23         1
2474        49        24         1
2475        49        25         0
2476        49        26         0
2477        49        27         0
2478        49        28         0
2479        49        29         0
2480        49        30         1
2481        49        31         1
2482        49        32         1
2483        49        33         1
2484        49        34         1
2485        49        35         1
2486        49        36         1
2487        49        37         1
2488        49        38         1
2489        49        39         1
2490        49        40         1
2491        49        41         1
2492        49        42         1
2493        49        43         1
2494        49        44         1
2495        49        45         1
2496        49        46         1
2497        49        47         1
2498        49        48         1
2499        49        49         1
