#t           SANO     QUEMANDOSE        QUEMADO
1337         220292            151         779557
1338         220142            150         779708
1339         219985            157         779858
1340         219829            156         780015
1341         219673            156         780171
1342         219527            146         780327
1343         219387            140         780473
1344         219252            135         780613
1345         219127            125         780748
1346         219000            127         780873
1347         218884            116         781000
1348         218799             85         781116
1349         218725             74         781201
1350         218647             78         781275
1351         218579             68         781353
1352         218508             71         781421
1353         218426             82         781492
1354         218340             86         781574
1355         218267             73         781660
1356         218190             77         781733
1357         218104             86         781810
1358         218024             80         781896
1359         217951             73         781976
1360         217877             74         782049
1361         217805             72         782123
1362         217738             67         782195
1363         217668             70         782262
1364         217592             76         782332
1365         217511             81         782408
1366         217440             71         782489
1367         217383             57         782560
1368         217329             54         782617
1369         217279             50         782671
1370         217229             50         782721
1371         217179             50         782771
1372         217131             48         782821
1373         217078             53         782869
1374         217019             59         782922
1375         216957             62         782981
1376         216901             56         783043
1377         216845             56         783099
1378         216789             56         783155
1379         216733             56         783211
1380         216683             50         783267
1381         216630             53         783317
1382         216572             58         783370
1383         216516             56         783428
1384         216444             72         783484
1385         216359             85         783556
1386         216283             76         783641
1387         216214             69         783717
1388         216148             66         783786
1389         216089             59         783852
1390         216033             56         783911
1391         215970             63         783967
1392         215911             59         784030
1393         215852             59         784089
1394         215794             58         784148
1395         215736             58         784206
1396         215690             46         784264
1397         215652             38         784310
1398         215608             44         784348
1399         215561             47         784392
1400         215519             42         784439
1401         215480             39         784481
1402         215437             43         784520
1403         215401             36         784563
1404         215364             37         784599
1405         215321             43         784636
1406         215279             42         784679
1407         215235             44         784721
1408         215197             38         784765
1409         215167             30         784803
1410         215139             28         784833
1411         215111             28         784861
1412         215074             37         784889
1413         215039             35         784926
1414         215002             37         784961
1415         214970             32         784998
1416         214937             33         785030
1417         214900             37         785063
1418         214869             31         785100
1419         214841             28         785131
1420         214816             25         785159
1421         214791             25         785184
1422         214765             26         785209
1423         214737             28         785235
1424         214703             34         785263
1425         214674             29         785297
1426         214662             12         785326
1427         214651             11         785338
1428         214638             13         785349
1429         214629              9         785362
1430         214622              7         785371
1431         214616              6         785378
1432         214612              4         785384
1433         214609              3         785388
1434         214604              5         785391
1435         214602              2         785396
1436         214601              1         785398
1437         214600              1         785399
1438         214599              1         785400
1439         214598              1         785401
1440         214597              1         785402
1441         214595              2         785403
1442         214593              2         785405
1443         214591              2         785407
1444         214590              1         785409
1445         214590              0         785410
