#t           SANO     QUEMANDOSE        QUEMADO
136         993931             86           5983
137         993836             95           6069
138         993730            106           6164
139         993626            104           6270
140         993513            113           6374
141         993391            122           6487
142         993277            114           6609
143         993149            128           6723
144         993016            133           6851
145         992887            129           6984
146         992773            114           7113
147         992661            112           7227
148         992565             96           7339
149         992465            100           7435
150         992364            101           7535
151         992254            110           7636
152         992138            116           7746
153         992017            121           7862
154         991895            122           7983
155         991765            130           8105
156         991627            138           8235
157         991490            137           8373
158         991363            127           8510
159         991246            117           8637
160         991134            112           8754
161         991024            110           8866
162         990911            113           8976
163         990811            100           9089
164         990714             97           9189
165         990618             96           9286
166         990519             99           9382
167         990420             99           9481
168         990316            104           9580
169         990213            103           9684
170         990118             95           9787
171         990026             92           9882
172         989931             95           9974
173         989837             94          10069
174         989750             87          10163
175         989666             84          10250
176         989577             89          10334
177         989479             98          10423
178         989383             96          10521
179         989285             98          10617
180         989184            101          10715
181         989076            108          10816
182         988964            112          10924
183         988859            105          11036
184         988769             90          11141
185         988677             92          11231
186         988570            107          11323
187         988456            114          11430
188         988336            120          11544
189         988213            123          11664
190         988096            117          11787
191         987979            117          11904
192         987856            123          12021
193         987723            133          12144
194         987596            127          12277
195         987461            135          12404
196         987310            151          12539
197         987159            151          12690
198         987010            149          12841
199         986856            154          12990
200         986708            148          13144
201         986556            152          13292
202         986407            149          13444
203         986241            166          13593
204         986074            167          13759
205         985920            154          13926
206         985754            166          14080
207         985585            169          14246
208         985427            158          14415
209         985269            158          14573
210         985123            146          14731
211         984971            152          14877
212         984812            159          15029
213         984658            154          15188
214         984484            174          15342
215         984299            185          15516
216         984111            188          15701
217         983933            178          15889
218         983761            172          16067
219         983595            166          16239
220         983431            164          16405
221         983258            173          16569
222         983083            175          16742
223         982919            164          16917
224         982743            176          17081
225         982570            173          17257
226         982410            160          17430
227         982250            160          17590
228         982087            163          17750
229         981905            182          17913
230         981712            193          18095
231         981529            183          18288
232         981361            168          18471
233         981186            175          18639
234         981003            183          18814
235         980832            171          18997
236         980665            167          19168
237         980503            162          19335
238         980332            171          19497
239         980167            165          19668
240         979998            169          19833
241         979829            169          20002
242         979667            162          20171
243         979503            164          20333
244         979347            156          20497
245         979193            154          20653
246         979031            162          20807
247         978857            174          20969
248         978680            177          21143
249         978504            176          21320
250         978335            169          21496
251         978158            177          21665
252         977963            195          21842
253         977756            207          22037
254         977556            200          22244
255         977350            206          22444
256         977147            203          22650
257         976923            224          22853
258         976692            231          23077
259         976459            233          23308
260         976204            255          23541
261         975928            276          23796
262         975669            259          24072
263         975401            268          24331
264         975137            264          24599
265         974873            264          24863
266         974611            262          25127
267         974335            276          25389
268         974023            312          25665
269         973722            301          25977
270         973421            301          26278
271         973129            292          26579
272         972838            291          26871
273         972558            280          27162
274         972266            292          27442
275         971976            290          27734
276         971687            289          28024
277         971402            285          28313
278         971145            257          28598
279         970887            258          28855
280         970660            227          29113
281         970426            234          29340
282         970186            240          29574
283         969968            218          29814
284         969740            228          30032
285         969494            246          30260
286         969263            231          30506
287         969028            235          30737
288         968777            251          30972
289         968519            258          31223
290         968281            238          31481
291         968053            228          31719
292         967821            232          31947
293         967588            233          32179
294         967354            234          32412
295         967138            216          32646
296         966934            204          32862
297         966718            216          33066
298         966486            232          33282
299         966252            234          33514
300         966019            233          33748
301         965778            241          33981
302         965544            234          34222
303         965309            235          34456
304         965067            242          34691
305         964802            265          34933
306         964558            244          35198
307         964301            257          35442
308         964053            248          35699
309         963826            227          35947
310         963613            213          36174
311         963398            215          36387
312         963183            215          36602
313         962958            225          36817
314         962734            224          37042
315         962525            209          37266
316         962328            197          37475
317         962132            196          37672
318         961939            193          37868
319         961748            191          38061
320         961557            191          38252
321         961364            193          38443
322         961157            207          38636
323         960957            200          38843
324         960748            209          39043
325         960536            212          39252
326         960330            206          39464
327         960121            209          39670
328         959908            213          39879
329         959681            227          40092
330         959452            229          40319
331         959241            211          40548
332         959008            233          40759
333         958763            245          40992
334         958523            240          41237
335         958281            242          41477
336         958031            250          41719
337         957790            241          41969
338         957527            263          42210
339         957274            253          42473
340         957030            244          42726
341         956759            271          42970
342         956496            263          43241
343         956244            252          43504
344         955981            263          43756
345         955713            268          44019
346         955445            268          44287
347         955166            279          44555
348         954866            300          44834
349         954568            298          45134
350         954282            286          45432
351         954003            279          45718
352         953703            300          45997
353         953415            288          46297
354         953142            273          46585
355         952842            300          46858
356         952537            305          47158
357         952235            302          47463
358         951934            301          47765
359         951634            300          48066
360         951322            312          48366
361         951009            313          48678
362         950684            325          48991
363         950360            324          49316
364         950049            311          49640
365         949736            313          49951
366         949428            308          50264
367         949114            314          50572
368         948823            291          50886
369         948531            292          51177
370         948243            288          51469
371         947981            262          51757
372         947733            248          52019
373         947501            232          52267
374         947273            228          52499
375         947038            235          52727
376         946785            253          52962
377         946543            242          53215
378         946309            234          53457
379         946069            240          53691
380         945824            245          53931
381         945587            237          54176
382         945355            232          54413
383         945135            220          54645
384         944914            221          54865
385         944684            230          55086
386         944434            250          55316
387         944195            239          55566
388         943976            219          55805
389         943764            212          56024
390         943540            224          56236
391         943308            232          56460
392         943079            229          56692
393         942828            251          56921
394         942563            265          57172
395         942284            279          57437
396         941994            290          57716
397         941722            272          58006
398         941439            283          58278
399         941125            314          58561
400         940824            301          58875
401         940552            272          59176
402         940284            268          59448
403         939985            299          59716
404         939667            318          60015
405         939393            274          60333
406         939111            282          60607
407         938820            291          60889
408         938538            282          61180
409         938253            285          61462
410         937954            299          61747
411         937638            316          62046
412         937333            305          62362
413         937054            279          62667
414         936768            286          62946
415         936454            314          63232
416         936098            356          63546
417         935742            356          63902
418         935416            326          64258
419         935083            333          64584
420         934719            364          64917
421         934363            356          65281
422         934021            342          65637
423         933711            310          65979
424         933417            294          66289
425         933135            282          66583
426         932841            294          66865
427         932548            293          67159
428         932241            307          67452
429         931936            305          67759
430         931625            311          68064
431         931293            332          68375
432         930955            338          68707
433         930637            318          69045
434         930298            339          69363
435         929955            343          69702
436         929627            328          70045
437         929292            335          70373
438         928973            319          70708
439         928657            316          71027
440         928333            324          71343
441         928001            332          71667
442         927685            316          71999
443         927364            321          72315
444         927020            344          72636
445         926659            361          72980
446         926294            365          73341
447         925922            372          73706
448         925560            362          74078
449         925195            365          74440
450         924830            365          74805
451         924463            367          75170
452         924077            386          75537
453         923677            400          75923
454         923276            401          76323
455         922888            388          76724
456         922493            395          77112
457         922116            377          77507
458         921730            386          77884
459         921330            400          78270
460         920918            412          78670
461         920524            394          79082
462         920131            393          79476
463         919733            398          79869
464         919326            407          80267
465         918934            392          80674
466         918534            400          81066
467         918131            403          81466
468         917748            383          81869
469         917347            401          82252
470         916951            396          82653
471         916564            387          83049
472         916166            398          83436
473         915754            412          83834
474         915321            433          84246
475         914903            418          84679
476         914477            426          85097
477         914057            420          85523
478         913685            372          85943
479         913338            347          86315
480         912995            343          86662
481         912627            368          87005
482         912241            386          87373
483         911857            384          87759
484         911489            368          88143
485         911130            359          88511
486         910746            384          88870
487         910363            383          89254
488         909968            395          89637
489         909595            373          90032
490         909208            387          90405
491         908828            380          90792
492         908463            365          91172
493         908078            385          91537
494         907686            392          91922
495         907291            395          92314
496         906884            407          92709
497         906475            409          93116
498         906056            419          93525
499         905610            446          93944
500         905176            434          94390
501         904774            402          94824
502         904379            395          95226
503         904019            360          95621
504         903651            368          95981
505         903271            380          96349
506         902901            370          96729
507         902531            370          97099
508         902161            370          97469
509         901793            368          97839
510         901404            389          98207
511         901004            400          98596
512         900595            409          98996
513         900184            411          99405
514         899780            404          99816
515         899368            412         100220
516         898964            404         100632
517         898580            384         101036
518         898173            407         101420
519         897765            408         101827
520         897344            421         102235
521         896952            392         102656
522         896561            391         103048
523         896182            379         103439
524         895789            393         103818
525         895390            399         104211
526         894978            412         104610
527         894560            418         105022
528         894136            424         105440
529         893708            428         105864
530         893292            416         106292
531         892855            437         106708
532         892421            434         107145
533         892009            412         107579
534         891615            394         107991
535         891234            381         108385
536         890845            389         108766
537         890459            386         109155
538         890090            369         109541
539         889733            357         109910
540         889376            357         110267
541         889016            360         110624
542         888649            367         110984
543         888304            345         111351
544         887974            330         111696
545         887648            326         112026
546         887314            334         112352
547         886997            317         112686
548         886668            329         113003
549         886329            339         113332
550         885991            338         113671
551         885644            347         114009
552         885271            373         114356
553         884869            402         114729
554         884468            401         115131
555         884090            378         115532
556         883727            363         115910
557         883394            333         116273
558         883057            337         116606
559         882706            351         116943
560         882330            376         117294
561         881969            361         117670
562         881616            353         118031
563         881256            360         118384
564         880912            344         118744
565         880547            365         119088
566         880185            362         119453
567         879826            359         119815
568         879454            372         120174
569         879076            378         120546
570         878690            386         120924
571         878309            381         121310
572         877920            389         121691
573         877552            368         122080
574         877177            375         122448
575         876822            355         122823
576         876460            362         123178
577         876082            378         123540
578         875718            364         123918
579         875328            390         124282
580         874931            397         124672
581         874551            380         125069
582         874163            388         125449
583         873760            403         125837
584         873340            420         126240
585         872936            404         126660
586         872512            424         127064
587         872068            444         127488
588         871616            452         127932
589         871166            450         128384
590         870712            454         128834
591         870266            446         129288
592         869828            438         129734
593         869397            431         130172
594         868968            429         130603
595         868547            421         131032
596         868147            400         131453
597         867753            394         131853
598         867340            413         132247
599         866950            390         132660
600         866563            387         133050
601         866172            391         133437
602         865779            393         133828
603         865396            383         134221
604         865022            374         134604
605         864616            406         134978
606         864206            410         135384
607         863803            403         135794
608         863357            446         136197
609         862914            443         136643
610         862495            419         137086
611         862078            417         137505
612         861665            413         137922
613         861234            431         138335
614         860782            452         138766
615         860343            439         139218
616         859881            462         139657
617         859424            457         140119
618         858960            464         140576
619         858496            464         141040
620         858038            458         141504
621         857621            417         141962
622         857214            407         142379
623         856776            438         142786
624         856327            449         143224
625         855861            466         143673
626         855386            475         144139
627         854909            477         144614
628         854430            479         145091
629         853973            457         145570
630         853507            466         146027
631         853044            463         146493
632         852576            468         146956
633         852123            453         147424
634         851697            426         147877
635         851275            422         148303
636         850859            416         148725
637         850454            405         149141
638         850056            398         149546
639         849639            417         149944
640         849219            420         150361
641         848791            428         150781
642         848374            417         151209
643         847932            442         151626
644         847485            447         152068
645         847063            422         152515
646         846633            430         152937
647         846212            421         153367
648         845808            404         153788
649         845396            412         154192
650         845001            395         154604
651         844605            396         154999
652         844191            414         155395
653         843780            411         155809
654         843371            409         156220
655         842939            432         156629
656         842475            464         157061
657         841998            477         157525
658         841500            498         158002
659         840985            515         158500
660         840512            473         159015
661         840046            466         159488
662         839580            466         159954
663         839136            444         160420
664         838678            458         160864
665         838222            456         161322
666         837766            456         161778
667         837321            445         162234
668         836867            454         162679
669         836390            477         163133
670         835928            462         163610
671         835463            465         164072
672         834988            475         164537
673         834503            485         165012
674         834025            478         165497
675         833523            502         165975
676         833027            496         166477
677         832542            485         166973
678         832033            509         167458
679         831496            537         167967
680         830957            539         168504
681         830433            524         169043
682         829931            502         169567
683         829428            503         170069
684         828947            481         170572
685         828475            472         171053
686         828001            474         171525
687         827517            484         171999
688         827026            491         172483
689         826533            493         172974
690         826028            505         173467
691         825520            508         173972
692         824995            525         174480
693         824473            522         175005
694         823940            533         175527
695         823378            562         176060
696         822831            547         176622
697         822295            536         177169
698         821758            537         177705
699         821236            522         178242
700         820712            524         178764
701         820189            523         179288
702         819663            526         179811
703         819158            505         180337
704         818681            477         180842
705         818195            486         181319
706         817710            485         181805
707         817218            492         182290
708         816724            494         182782
709         816237            487         183276
710         815755            482         183763
711         815273            482         184245
712         814796            477         184727
713         814317            479         185204
714         813807            510         185683
715         813307            500         186193
716         812812            495         186693
717         812325            487         187188
718         811849            476         187675
719         811389            460         188151
720         810906            483         188611
721         810439            467         189094
722         809960            479         189561
723         809484            476         190040
724         808994            490         190516
725         808478            516         191006
726         807996            482         191522
727         807515            481         192004
728         807022            493         192485
729         806522            500         192978
730         806003            519         193478
731         805499            504         193997
732         805002            497         194501
733         804476            526         194998
734         803935            541         195524
735         803390            545         196065
736         802822            568         196610
737         802277            545         197178
738         801708            569         197723
739         801143            565         198292
740         800592            551         198857
741         800032            560         199408
742         799498            534         199968
743         798951            547         200502
744         798427            524         201049
745         797921            506         201573
746         797376            545         202079
747         796821            555         202624
748         796289            532         203179
749         795751            538         203711
750         795197            554         204249
751         794651            546         204803
752         794089            562         205349
753         793536            553         205911
754         792963            573         206464
755         792393            570         207037
756         791817            576         207607
757         791230            587         208183
758         790616            614         208770
759         789996            620         209384
760         789358            638         210004
761         788713            645         210642
762         788063            650         211287
763         787404            659         211937
764         786714            690         212596
765         785990            724         213286
766         785328            662         214010
767         784659            669         214672
768         783954            705         215341
769         783234            720         216046
770         782516            718         216766
771         781771            745         217484
772         781025            746         218229
773         780271            754         218975
774         779504            767         219729
775         778762            742         220496
776         778001            761         221238
777         777250            751         221999
778         776482            768         222750
779         775696            786         223518
780         774937            759         224304
781         774184            753         225063
782         773436            748         225816
783         772714            722         226564
784         771951            763         227286
785         771223            728         228049
786         770522            701         228777
787         769795            727         229478
788         769045            750         230205
789         768285            760         230955
790         767519            766         231715
791         766752            767         232481
792         765993            759         233248
793         765242            751         234007
794         764490            752         234758
795         763730            760         235510
796         762979            751         236270
797         762242            737         237021
798         761510            732         237758
799         760783            727         238490
800         760066            717         239217
801         759353            713         239934
802         758621            732         240647
803         757900            721         241379
804         757178            722         242100
805         756476            702         242822
806         755787            689         243524
807         755117            670         244213
808         754451            666         244883
809         753740            711         245549
810         753031            709         246260
811         752311            720         246969
812         751582            729         247689
813         750810            772         248418
814         750063            747         249190
815         749315            748         249937
816         748598            717         250685
817         747883            715         251402
818         747158            725         252117
819         746433            725         252842
820         745700            733         253567
821         744955            745         254300
822         744248            707         255045
823         743548            700         255752
824         742807            741         256452
825         742069            738         257193
826         741347            722         257931
827         740636            711         258653
828         739916            720         259364
829         739194            722         260084
830         738453            741         260806
831         737723            730         261547
832         736995            728         262277
833         736245            750         263005
834         735526            719         263755
835         734766            760         264474
836         734000            766         265234
837         733257            743         266000
838         732525            732         266743
839         731804            721         267475
840         731115            689         268196
841         730424            691         268885
842         729742            682         269576
843         729054            688         270258
844         728375            679         270946
845         727728            647         271625
846         727097            631         272272
847         726519            578         272903
848         725931            588         273481
849         725305            626         274069
850         724698            607         274695
851         724057            641         275302
852         723393            664         275943
853         722722            671         276607
854         722054            668         277278
855         721357            697         277946
856         720647            710         278643
857         719934            713         279353
858         719230            704         280066
859         718551            679         280770
860         717876            675         281449
861         717222            654         282124
862         716534            688         282778
863         715840            694         283466
864         715133            707         284160
865         714410            723         284867
866         713684            726         285590
867         712937            747         286316
868         712208            729         287063
869         711484            724         287792
870         710738            746         288516
871         709961            777         289262
872         709201            760         290039
873         708452            749         290799
874         707698            754         291548
875         706912            786         292302
876         706126            786         293088
877         705300            826         293874
878         704453            847         294700
879         703624            829         295547
880         702761            863         296376
881         701936            825         297239
882         701086            850         298064
883         700246            840         298914
884         699433            813         299754
885         698614            819         300567
886         697781            833         301386
887         696963            818         302219
888         696142            821         303037
889         695318            824         303858
890         694485            833         304682
891         693654            831         305515
892         692798            856         306346
893         691950            848         307202
894         691113            837         308050
895         690284            829         308887
896         689456            828         309716
897         688646            810         310544
898         687827            819         311354
899         686988            839         312173
900         686135            853         313012
901         685332            803         313865
902         684509            823         314668
903         683679            830         315491
904         682893            786         316321
905         682134            759         317107
906         681385            749         317866
907         680625            760         318615
908         679855            770         319375
909         679088            767         320145
910         678293            795         320912
911         677511            782         321707
912         676710            801         322489
913         675890            820         323290
914         675056            834         324110
915         674203            853         324944
916         673327            876         325797
917         672455            872         326673
918         671557            898         327545
919         670658            899         328443
920         669730            928         329342
921         668834            896         330270
922         667926            908         331166
923         667029            897         332074
924         666128            901         332971
925         665190            938         333872
926         664311            879         334810
927         663414            897         335689
928         662519            895         336586
929         661690            829         337481
930         660882            808         338310
931         660042            840         339118
932         659185            857         339958
933         658275            910         340815
934         657374            901         341725
935         656477            897         342626
936         655559            918         343523
937         654629            930         344441
938         653684            945         345371
939         652742            942         346316
940         651795            947         347258
941         650846            949         348205
942         649877            969         349154
943         648905            972         350123
944         647946            959         351095
945         646991            955         352054
946         646080            911         353009
947         645157            923         353920
948         644204            953         354843
949         643231            973         355796
950         642272            959         356769
951         641293            979         357728
952         640306            987         358707
953         639283           1023         359694
954         638248           1035         360717
955         637223           1025         361752
956         636194           1029         362777
957         635201            993         363806
958         634238            963         364799
959         633276            962         365762
960         632346            930         366724
961         631410            936         367654
962         630462            948         368590
963         629476            986         369538
964         628489            987         370524
965         627508            981         371511
966         626501           1007         372492
967         625476           1025         373499
968         624461           1015         374524
969         623453           1008         375539
970         622435           1018         376547
971         621387           1048         377565
972         620338           1049         378613
973         619277           1061         379662
974         618294            983         380723
975         617312            982         381706
976         616360            952         382688
977         615410            950         383640
978         614439            971         384590
979         613475            964         385561
980         612534            941         386525
981         611571            963         387466
982         610628            943         388429
983         609668            960         389372
984         608693            975         390332
985         607712            981         391307
986         606765            947         392288
987         605839            926         393235
988         604901            938         394161
989         603983            918         395099
990         603083            900         396017
991         602212            871         396917
992         601325            887         397788
993         600472            853         398675
994         599607            865         399528
995         598740            867         400393
996         597894            846         401260
997         597082            812         402106
998         596247            835         402918
999         595397            850         403753
1000         594542            855         404603
1001         593688            854         405458
1002         592796            892         406312
1003         591881            915         407204
1004         590962            919         408119
1005         590026            936         409038
1006         589061            965         409974
1007         588119            942         410939
1008         587215            904         411881
1009         586307            908         412785
1010         585374            933         413693
1011         584447            927         414626
1012         583518            929         415553
1013         582588            930         416482
1014         581665            923         417412
1015         580737            928         418335
1016         579775            962         419263
1017         578832            943         420225
1018         577918            914         421168
1019         576972            946         422082
1020         576000            972         423028
1021         575006            994         424000
1022         573991           1015         424994
1023         572953           1038         426009
1024         571919           1034         427047
1025         570919           1000         428081
1026         569912           1007         429081
1027         568916            996         430088
1028         567926            990         431084
1029         566928            998         432074
1030         565915           1013         433072
1031         564856           1059         434085
1032         563791           1065         435144
1033         562687           1104         436209
1034         561616           1071         437313
1035         560554           1062         438384
1036         559437           1117         439446
1037         558332           1105         440563
1038         557312           1020         441668
1039         556252           1060         442688
1040         555203           1049         443748
1041         554170           1033         444797
1042         553140           1030         445830
1043         552070           1070         446860
1044         550932           1138         447930
1045         549753           1179         449068
1046         548563           1190         450247
1047         547401           1162         451437
1048         546219           1182         452599
1049         545065           1154         453781
1050         543918           1147         454935
1051         542810           1108         456082
1052         541714           1096         457190
1053         540628           1086         458286
1054         539524           1104         459372
1055         538395           1129         460476
1056         537280           1115         461605
1057         536176           1104         462720
1058         535047           1129         463824
1059         533935           1112         464953
1060         532798           1137         466065
1061         531685           1113         467202
1062         530555           1130         468315
1063         529416           1139         469445
1064         528298           1118         470584
1065         527175           1123         471702
1066         526076           1099         472825
1067         524957           1119         473924
1068         523847           1110         475043
1069         522745           1102         476153
1070         521606           1139         477255
1071         520449           1157         478394
1072         519316           1133         479551
1073         518186           1130         480684
1074         517078           1108         481814
1075         515996           1082         482922
1076         514896           1100         484004
1077         513827           1069         485104
1078         512797           1030         486173
1079         511727           1070         487203
1080         510683           1044         488273
1081         509630           1053         489317
1082         508574           1056         490370
1083         507537           1037         491426
1084         506568            969         492463
1085         505587            981         493432
1086         504603            984         494413
1087         503641            962         495397
1088         502675            966         496359
1089         501743            932         497325
1090         500821            922         498257
1091         499893            928         499179
1092         498962            931         500107
1093         498082            880         501038
1094         497210            872         501918
1095         496376            834         502790
1096         495549            827         503624
1097         494725            824         504451
1098         493878            847         505275
1099         493036            842         506122
1100         492210            826         506964
1101         491392            818         507790
1102         490617            775         508608
1103         489837            780         509383
1104         489031            806         510163
1105         488229            802         510969
1106         487419            810         511771
1107         486605            814         512581
1108         485824            781         513395
1109         485068            756         514176
1110         484265            803         514932
1111         483444            821         515735
1112         482624            820         516556
1113         481792            832         517376
1114         480984            808         518208
1115         480182            802         519016
1116         479373            809         519818
1117         478532            841         520627
1118         477695            837         521468
1119         476869            826         522305
1120         476012            857         523131
1121         475159            853         523988
1122         474283            876         524841
1123         473434            849         525717
1124         472580            854         526566
1125         471763            817         527420
1126         470937            826         528237
1127         470092            845         529063
1128         469248            844         529908
1129         468413            835         530752
1130         467576            837         531587
1131         466743            833         532424
1132         465929            814         533257
1133         465130            799         534071
1134         464349            781         534870
1135         463611            738         535651
1136         462866            745         536389
1137         462117            749         537134
1138         461376            741         537883
1139         460614            762         538624
1140         459850            764         539386
1141         459072            778         540150
1142         458345            727         540928
1143         457623            722         541655
1144         456892            731         542377
1145         456160            732         543108
1146         455414            746         543840
1147         454683            731         544586
1148         453971            712         545317
1149         453245            726         546029
1150         452516            729         546755
1151         451787            729         547484
1152         451065            722         548213
1153         450329            736         548935
1154         449593            736         549671
1155         448855            738         550407
1156         448113            742         551145
1157         447357            756         551887
1158         446592            765         552643
1159         445846            746         553408
1160         445103            743         554154
1161         444344            759         554897
1162         443589            755         555656
1163         442841            748         556411
1164         442116            725         557159
1165         441363            753         557884
1166         440596            767         558637
1167         439839            757         559404
1168         439099            740         560161
1169         438365            734         560901
1170         437627            738         561635
1171         436923            704         562373
1172         436215            708         563077
1173         435519            696         563785
1174         434841            678         564481
1175         434179            662         565159
1176         433538            641         565821
1177         432904            634         566462
1178         432259            645         567096
1179         431627            632         567741
1180         431018            609         568373
1181         430414            604         568982
1182         429837            577         569586
1183         429258            579         570163
1184         428669            589         570742
1185         428066            603         571331
1186         427456            610         571934
1187         426866            590         572544
1188         426267            599         573134
1189         425643            624         573733
1190         425030            613         574357
1191         424413            617         574970
1192         423718            695         575587
1193         423005            713         576282
1194         422316            689         576995
1195         421657            659         577684
1196         421024            633         578343
1197         420418            606         578976
1198         419813            605         579582
1199         419179            634         580187
1200         418549            630         580821
1201         417931            618         581451
1202         417278            653         582069
1203         416643            635         582722
1204         415969            674         583357
1205         415337            632         584031
1206         414728            609         584663
1207         414134            594         585272
1208         413553            581         585866
1209         412957            596         586447
1210         412378            579         587043
1211         411801            577         587622
1212         411210            591         588199
1213         410579            631         588790
1214         409911            668         589421
1215         409257            654         590089
1216         408624            633         590743
1217         407948            676         591376
1218         407277            671         592052
1219         406616            661         592723
1220         405947            669         593384
1221         405256            691         594053
1222         404568            688         594744
1223         403901            667         595432
1224         403212            689         596099
1225         402518            694         596788
1226         401830            688         597482
1227         401174            656         598170
1228         400558            616         598826
1229         399965            593         599442
1230         399363            602         600035
1231         398752            611         600637
1232         398195            557         601248
1233         397619            576         601805
1234         397025            594         602381
1235         396441            584         602975
1236         395857            584         603559
1237         395282            575         604143
1238         394714            568         604718
1239         394164            550         605286
1240         393618            546         605836
1241         393105            513         606382
1242         392596            509         606895
1243         392092            504         607404
1244         391598            494         607908
1245         391094            504         608402
1246         390587            507         608906
1247         390062            525         609413
1248         389529            533         609938
1249         388995            534         610471
1250         388466            529         611005
1251         387968            498         611534
1252         387489            479         612032
1253         387013            476         612511
1254         386535            478         612987
1255         386019            516         613465
1256         385481            538         613981
1257         384922            559         614519
1258         384388            534         615078
1259         383877            511         615612
1260         383336            541         616123
1261         382788            548         616664
1262         382255            533         617212
1263         381715            540         617745
1264         381185            530         618285
1265         380663            522         618815
1266         380124            539         619337
1267         379615            509         619876
1268         379093            522         620385
1269         378590            503         620907
1270         378042            548         621410
1271         377495            547         621958
1272         376983            512         622505
1273         376477            506         623017
1274         375972            505         623523
1275         375469            503         624028
1276         374964            505         624531
1277         374448            516         625036
1278         373940            508         625552
1279         373421            519         626060
1280         372902            519         626579
1281         372376            526         627098
1282         371864            512         627624
1283         371341            523         628136
1284         370818            523         628659
1285         370288            530         629182
1286         369740            548         629712
1287         369201            539         630260
1288         368659            542         630799
1289         368119            540         631341
1290         367591            528         631881
1291         367024            567         632409
1292         366490            534         632976
1293         365946            544         633510
1294         365404            542         634054
1295         364865            539         634596
1296         364300            565         635135
1297         363739            561         635700
1298         363195            544         636261
1299         362661            534         636805
1300         362156            505         637339
1301         361641            515         637844
1302         361132            509         638359
1303         360647            485         638868
1304         360181            466         639353
1305         359688            493         639819
1306         359211            477         640312
1307         358721            490         640789
1308         358202            519         641279
1309         357690            512         641798
1310         357178            512         642310
1311         356677            501         642822
1312         356174            503         643323
1313         355658            516         643826
1314         355124            534         644342
1315         354604            520         644876
1316         354062            542         645396
1317         353551            511         645938
1318         353042            509         646449
1319         352529            513         646958
1320         352014            515         647471
1321         351502            512         647986
1322         351009            493         648498
1323         350494            515         648991
1324         349942            552         649506
1325         349395            547         650058
1326         348855            540         650605
1327         348336            519         651145
1328         347801            535         651664
1329         347229            572         652199
1330         346670            559         652771
1331         346114            556         653330
1332         345595            519         653886
1333         345082            513         654405
1334         344569            513         654918
1335         344046            523         655431
1336         343552            494         655954
1337         343095            457         656448
1338         342623            472         656905
1339         342147            476         657377
1340         341675            472         657853
1341         341184            491         658325
1342         340698            486         658816
1343         340256            442         659302
1344         339787            469         659744
1345         339306            481         660213
1346         338867            439         660694
1347         338424            443         661133
1348         337988            436         661576
1349         337565            423         662012
1350         337149            416         662435
1351         336761            388         662851
1352         336372            389         663239
1353         335979            393         663628
1354         335612            367         664021
1355         335250            362         664388
