#t           SANO     QUEMANDOSE        QUEMADO
1356         334884            366         664750
1357         334518            366         665116
1358         334160            358         665482
1359         333799            361         665840
1360         333441            358         666201
1361         333071            370         666559
1362         332685            386         666929
1363         332296            389         667315
1364         331944            352         667704
1365         331588            356         668056
1366         331232            356         668412
1367         330897            335         668768
1368         330558            339         669103
1369         330219            339         669442
1370         329905            314         669781
1371         329587            318         670095
1372         329257            330         670413
1373         328962            295         670743
1374         328662            300         671038
1375         328370            292         671338
1376         328088            282         671630
1377         327815            273         671912
1378         327540            275         672185
1379         327280            260         672460
1380         327029            251         672720
1381         326788            241         672971
1382         326561            227         673212
1383         326348            213         673439
1384         326124            224         673652
1385         325879            245         673876
1386         325632            247         674121
1387         325389            243         674368
1388         325132            257         674611
1389         324873            259         674868
1390         324608            265         675127
1391         324340            268         675392
1392         324058            282         675660
1393         323792            266         675942
1394         323547            245         676208
1395         323303            244         676453
1396         323070            233         676697
1397         322847            223         676930
1398         322608            239         677153
1399         322367            241         677392
1400         322123            244         677633
1401         321878            245         677877
1402         321628            250         678122
1403         321376            252         678372
1404         321142            234         678624
1405         320911            231         678858
1406         320681            230         679089
1407         320468            213         679319
1408         320267            201         679532
1409         320045            222         679733
1410         319834            211         679955
1411         319624            210         680166
1412         319399            225         680376
1413         319190            209         680601
1414         318990            200         680810
1415         318792            198         681010
1416         318589            203         681208
1417         318384            205         681411
1418         318159            225         681616
1419         317943            216         681841
1420         317722            221         682057
1421         317507            215         682278
1422         317306            201         682493
1423         317107            199         682694
1424         316919            188         682893
1425         316723            196         683081
1426         316527            196         683277
1427         316327            200         683473
1428         316126            201         683673
1429         315929            197         683874
1430         315740            189         684071
1431         315549            191         684260
1432         315372            177         684451
1433         315183            189         684628
1434         314996            187         684817
1435         314803            193         685004
1436         314604            199         685197
1437         314408            196         685396
1438         314202            206         685592
1439         313989            213         685798
1440         313781            208         686011
1441         313590            191         686219
1442         313386            204         686410
1443         313183            203         686614
1444         312978            205         686817
1445         312771            207         687022
1446         312555            216         687229
1447         312333            222         687445
1448         312111            222         687667
1449         311884            227         687889
1450         311678            206         688116
1451         311482            196         688322
1452         311285            197         688518
1453         311083            202         688715
1454         310871            212         688917
1455         310664            207         689129
1456         310463            201         689336
1457         310268            195         689537
1458         310064            204         689732
1459         309866            198         689936
1460         309667            199         690134
1461         309475            192         690333
1462         309286            189         690525
1463         309103            183         690714
1464         308905            198         690897
1465         308717            188         691095
1466         308533            184         691283
1467         308370            163         691467
1468         308207            163         691630
1469         308051            156         691793
1470         307889            162         691949
1471         307733            156         692111
1472         307576            157         692267
1473         307429            147         692424
1474         307283            146         692571
1475         307143            140         692717
1476         306994            149         692857
1477         306831            163         693006
1478         306668            163         693169
1479         306506            162         693332
1480         306346            160         693494
1481         306181            165         693654
1482         306016            165         693819
1483         305848            168         693984
1484         305671            177         694152
1485         305498            173         694329
1486         305334            164         694502
1487         305174            160         694666
1488         305017            157         694826
1489         304867            150         694983
1490         304719            148         695133
1491         304568            151         695281
1492         304397            171         695432
1493         304222            175         695603
1494         304029            193         695778
1495         303843            186         695971
1496         303687            156         696157
1497         303547            140         696313
1498         303417            130         696453
1499         303301            116         696583
1500         303193            108         696699
1501         303067            126         696807
1502         302934            133         696933
1503         302801            133         697066
1504         302663            138         697199
1505         302528            135         697337
1506         302384            144         697472
1507         302239            145         697616
1508         302103            136         697761
1509         301953            150         697897
1510         301798            155         698047
1511         301647            151         698202
1512         301503            144         698353
1513         301367            136         698497
1514         301238            129         698633
1515         301107            131         698762
1516         300983            124         698893
1517         300855            128         699017
1518         300727            128         699145
1519         300604            123         699273
1520         300475            129         699396
1521         300342            133         699525
1522         300212            130         699658
1523         300080            132         699788
1524         299935            145         699920
1525         299781            154         700065
1526         299636            145         700219
1527         299488            148         700364
1528         299340            148         700512
1529         299183            157         700660
1530         299023            160         700817
1531         298868            155         700977
1532         298719            149         701132
1533         298562            157         701281
1534         298414            148         701438
1535         298243            171         701586
1536         298062            181         701757
1537         297878            184         701938
1538         297676            202         702122
1539         297487            189         702324
1540         297297            190         702513
1541         297103            194         702703
1542         296917            186         702897
1543         296743            174         703083
1544         296569            174         703257
1545         296398            171         703431
1546         296232            166         703602
1547         296064            168         703768
1548         295899            165         703936
1549         295736            163         704101
1550         295581            155         704264
1551         295418            163         704419
1552         295263            155         704582
1553         295125            138         704737
1554         294990            135         704875
1555         294847            143         705010
1556         294696            151         705153
1557         294538            158         705304
1558         294371            167         705462
1559         294211            160         705629
1560         294074            137         705789
1561         293940            134         705926
1562         293814            126         706060
1563         293690            124         706186
1564         293565            125         706310
1565         293455            110         706435
1566         293339            116         706545
1567         293226            113         706661
1568         293117            109         706774
1569         293027             90         706883
1570         292947             80         706973
1571         292869             78         707053
1572         292782             87         707131
1573         292692             90         707218
1574         292616             76         707308
1575         292540             76         707384
1576         292468             72         707460
1577         292396             72         707532
1578         292324             72         707604
1579         292252             72         707676
1580         292178             74         707748
1581         292106             72         707822
1582         292034             72         707894
1583         291966             68         707966
1584         291898             68         708034
1585         291830             68         708102
1586         291765             65         708170
1587         291684             81         708235
1588         291599             85         708316
1589         291519             80         708401
1590         291447             72         708481
1591         291378             69         708553
1592         291320             58         708622
1593         291259             61         708680
1594         291203             56         708741
1595         291151             52         708797
1596         291102             49         708849
1597         291053             49         708898
1598         290999             54         708947
1599         290943             56         709001
1600         290892             51         709057
1601         290832             60         709108
1602         290773             59         709168
1603         290716             57         709227
1604         290662             54         709284
1605         290619             43         709338
1606         290569             50         709381
1607         290519             50         709431
1608         290468             51         709481
1609         290419             49         709532
1610         290367             52         709581
1611         290320             47         709633
1612         290289             31         709680
1613         290256             33         709711
1614         290216             40         709744
1615         290179             37         709784
1616         290142             37         709821
1617         290104             38         709858
1618         290071             33         709896
1619         290035             36         709929
1620         289998             37         709965
1621         289959             39         710002
1622         289922             37         710041
1623         289889             33         710078
1624         289851             38         710111
1625         289807             44         710149
1626         289772             35         710193
1627         289737             35         710228
1628         289702             35         710263
1629         289665             37         710298
1630         289630             35         710335
1631         289597             33         710370
1632         289562             35         710403
1633         289522             40         710438
1634         289477             45         710478
1635         289440             37         710523
1636         289400             40         710560
1637         289352             48         710600
1638         289305             47         710648
1639         289257             48         710695
1640         289213             44         710743
1641         289165             48         710787
1642         289112             53         710835
1643         289055             57         710888
1644         288995             60         710945
1645         288941             54         711005
1646         288880             61         711059
1647         288812             68         711120
1648         288738             74         711188
1649         288667             71         711262
1650         288588             79         711333
1651         288503             85         711412
1652         288430             73         711497
1653         288359             71         711570
1654         288277             82         711641
1655         288194             83         711723
1656         288107             87         711806
1657         288019             88         711893
1658         287936             83         711981
1659         287852             84         712064
1660         287765             87         712148
1661         287680             85         712235
1662         287604             76         712320
1663         287531             73         712396
1664         287470             61         712469
1665         287415             55         712530
1666         287362             53         712585
1667         287312             50         712638
1668         287273             39         712688
1669         287239             34         712727
1670         287206             33         712761
1671         287176             30         712794
1672         287151             25         712824
1673         287121             30         712849
1674         287091             30         712879
1675         287062             29         712909
1676         287036             26         712938
1677         287001             35         712964
1678         286968             33         712999
1679         286939             29         713032
1680         286915             24         713061
1681         286888             27         713085
1682         286860             28         713112
1683         286831             29         713140
1684         286797             34         713169
1685         286759             38         713203
1686         286718             41         713241
1687         286683             35         713282
1688         286649             34         713317
1689         286615             34         713351
1690         286583             32         713385
1691         286561             22         713417
1692         286540             21         713439
1693         286527             13         713460
1694         286512             15         713473
1695         286501             11         713488
1696         286487             14         713499
1697         286472             15         713513
1698         286459             13         713528
1699         286447             12         713541
1700         286435             12         713553
1701         286424             11         713565
1702         286410             14         713576
1703         286398             12         713590
1704         286389              9         713602
1705         286378             11         713611
1706         286366             12         713622
1707         286354             12         713634
1708         286339             15         713646
1709         286325             14         713661
1710         286309             16         713675
1711         286292             17         713691
1712         286281             11         713708
1713         286273              8         713719
1714         286267              6         713727
1715         286263              4         713733
1716         286259              4         713737
1717         286256              3         713741
1718         286254              2         713744
1719         286252              2         713746
1720         286250              2         713748
1721         286248              2         713750
1722         286245              3         713752
1723         286243              2         713755
1724         286243              0         713757
