#t           SANO     QUEMANDOSE        QUEMADO
128         986357            229          13414
129         986129            228          13643
130         985913            216          13871
131         985719            194          14087
132         985520            199          14281
133         985335            185          14480
134         985150            185          14665
135         984949            201          14850
136         984758            191          15051
137         984544            214          15242
138         984324            220          15456
139         984098            226          15676
140         983876            222          15902
141         983648            228          16124
142         983398            250          16352
143         983137            261          16602
144         982899            238          16863
145         982681            218          17101
146         982453            228          17319
147         982228            225          17547
148         981993            235          17772
149         981756            237          18007
150         981517            239          18244
151         981265            252          18483
152         981016            249          18735
153         980765            251          18984
154         980503            262          19235
155         980254            249          19497
156         980021            233          19746
157         979784            237          19979
158         979532            252          20216
159         979269            263          20468
160         979025            244          20731
161         978788            237          20975
162         978538            250          21212
163         978308            230          21462
164         978070            238          21692
165         977815            255          21930
166         977550            265          22185
167         977290            260          22450
168         977031            259          22710
169         976762            269          22969
170         976484            278          23238
171         976199            285          23516
172         975891            308          23801
173         975584            307          24109
174         975285            299          24416
175         974963            322          24715
176         974623            340          25037
177         974271            352          25377
178         973909            362          25729
179         973537            372          26091
180         973170            367          26463
181         972800            370          26830
182         972446            354          27200
183         972107            339          27554
184         971752            355          27893
185         971412            340          28248
186         971087            325          28588
187         970787            300          28913
188         970490            297          29213
189         970213            277          29510
190         969945            268          29787
191         969646            299          30055
192         969346            300          30354
193         969047            299          30654
194         968753            294          30953
195         968445            308          31247
196         968148            297          31555
197         967836            312          31852
198         967513            323          32164
199         967202            311          32487
200         966883            319          32798
201         966577            306          33117
202         966256            321          33423
203         965908            348          33744
204         965543            365          34092
205         965201            342          34457
206         964860            341          34799
207         964517            343          35140
208         964159            358          35483
209         963812            347          35841
210         963463            349          36188
211         963120            343          36537
212         962784            336          36880
213         962442            342          37216
214         962105            337          37558
215         961759            346          37895
216         961407            352          38241
217         961056            351          38593
218         960705            351          38944
219         960368            337          39295
220         960020            348          39632
221         959679            341          39980
222         959314            365          40321
223         958947            367          40686
224         958612            335          41053
225         958256            356          41388
226         957899            357          41744
227         957533            366          42101
228         957137            396          42467
229         956733            404          42863
230         956312            421          43267
231         955906            406          43688
232         955492            414          44094
233         955044            448          44508
234         954591            453          44956
235         954133            458          45409
236         953670            463          45867
237         953195            475          46330
238         952718            477          46805
239         952228            490          47282
240         951756            472          47772
241         951261            495          48244
242         950749            512          48739
243         950256            493          49251
244         949777            479          49744
245         949295            482          50223
246         948808            487          50705
247         948338            470          51192
248         947881            457          51662
249         947409            472          52119
250         946930            479          52591
251         946436            494          53070
252         945933            503          53564
253         945462            471          54067
254         944981            481          54538
255         944519            462          55019
256         944063            456          55481
257         943596            467          55937
258         943099            497          56404
259         942595            504          56901
260         942091            504          57405
261         941577            514          57909
262         941084            493          58423
263         940591            493          58916
264         940069            522          59409
265         939544            525          59931
266         939000            544          60456
267         938431            569          61000
268         937869            562          61569
269         937307            562          62131
270         936734            573          62693
271         936144            590          63266
272         935581            563          63856
273         935005            576          64419
274         934423            582          64995
275         933850            573          65577
276         933256            594          66150
277         932658            598          66744
278         932073            585          67342
279         931465            608          67927
280         930863            602          68535
281         930270            593          69137
282         929648            622          69730
283         929027            621          70352
284         928404            623          70973
285         927794            610          71596
286         927195            599          72206
287         926598            597          72805
288         926004            594          73402
289         925398            606          73996
290         924760            638          74602
291         924124            636          75240
292         923498            626          75876
293         922872            626          76502
294         922259            613          77128
295         921589            670          77741
296         920883            706          78411
297         920227            656          79117
298         919599            628          79773
299         918999            600          80401
300         918407            592          81001
301         917773            634          81593
302         917150            623          82227
303         916524            626          82850
304         915902            622          83476
305         915275            627          84098
306         914650            625          84725
307         914065            585          85350
308         913510            555          85935
309         912982            528          86490
310         912449            533          87018
311         911912            537          87551
312         911381            531          88088
313         910868            513          88619
314         910344            524          89132
315         909801            543          89656
316         909226            575          90199
317         908625            601          90774
318         908021            604          91375
319         907423            598          91979
320         906796            627          92577
321         906173            623          93204
322         905538            635          93827
323         904915            623          94462
324         904291            624          95085
325         903648            643          95709
326         903024            624          96352
327         902402            622          96976
328         901794            608          97598
329         901189            605          98206
330         900599            590          98811
331         900021            578          99401
332         899406            615          99979
333         898782            624         100594
334         898175            607         101218
335         897581            594         101825
336         897011            570         102419
337         896420            591         102989
338         895823            597         103580
339         895205            618         104177
340         894572            633         104795
341         893933            639         105428
342         893291            642         106067
343         892657            634         106709
344         892062            595         107343
345         891478            584         107938
346         890900            578         108522
347         890308            592         109100
348         889709            599         109692
349         889100            609         110291
350         888473            627         110900
351         887822            651         111527
352         887166            656         112178
353         886527            639         112834
354         885874            653         113473
355         885220            654         114126
356         884564            656         114780
357         883891            673         115436
358         883196            695         116109
359         882515            681         116804
360         881861            654         117485
361         881199            662         118139
362         880508            691         118801
363         879799            709         119492
364         879097            702         120201
365         878376            721         120903
366         877659            717         121624
367         876931            728         122341
368         876200            731         123069
369         875483            717         123800
370         874759            724         124517
371         874034            725         125241
372         873323            711         125966
373         872621            702         126677
374         871949            672         127379
375         871290            659         128051
376         870620            670         128710
377         869927            693         129380
378         869218            709         130073
379         868506            712         130782
380         867785            721         131494
381         867082            703         132215
382         866408            674         132918
383         865727            681         133592
384         865064            663         134273
385         864395            669         134936
386         863722            673         135605
387         863056            666         136278
388         862402            654         136944
389         861769            633         137598
390         861125            644         138231
391         860474            651         138875
392         859821            653         139526
393         859134            687         140179
394         858402            732         140866
395         857688            714         141598
396         856967            721         142312
397         856286            681         143033
398         855636            650         143714
399         854975            661         144364
400         854315            660         145025
401         853660            655         145685
402         852986            674         146340
403         852332            654         147014
404         851675            657         147668
405         851004            671         148325
406         850357            647         148996
407         849742            615         149643
408         849136            606         150258
409         848504            632         150864
410         847890            614         151496
411         847293            597         152110
412         846680            613         152707
413         846054            626         153320
414         845415            639         153946
415         844778            637         154585
416         844138            640         155222
417         843469            669         155862
418         842828            641         156531
419         842171            657         157172
420         841511            660         157829
421         840852            659         158489
422         840155            697         159148
423         839439            716         159845
424         838743            696         160561
425         838046            697         161257
426         837331            715         161954
427         836650            681         162669
428         835956            694         163350
429         835256            700         164044
430         834568            688         164744
431         833878            690         165432
432         833173            705         166122
433         832452            721         166827
434         831716            736         167548
435         830975            741         168284
436         830233            742         169025
437         829492            741         169767
438         828740            752         170508
439         827993            747         171260
440         827238            755         172007
441         826473            765         172762
442         825722            751         173527
443         824939            783         174278
444         824113            826         175061
445         823273            840         175887
446         822406            867         176727
447         821521            885         177594
448         820663            858         178479
449         819800            863         179337
450         818926            874         180200
451         818075            851         181074
452         817261            814         181925
453         816444            817         182739
454         815637            807         183556
455         814820            817         184363
456         813968            852         185180
457         813158            810         186032
458         812363            795         186842
459         811572            791         187637
460         810814            758         188428
461         810080            734         189186
462         809356            724         189920
463         808622            734         190644
464         807888            734         191378
465         807136            752         192112
466         806363            773         192864
467         805566            797         193637
468         804772            794         194434
469         803966            806         195228
470         803181            785         196034
471         802378            803         196819
472         801582            796         197622
473         800793            789         198418
474         799991            802         199207
475         799189            802         200009
476         798364            825         200811
477         797549            815         201636
478         796701            848         202451
479         795812            889         203299
480         794861            951         204188
481         793872            989         205139
482         792881            991         206128
483         791884            997         207119
484         790910            974         208116
485         789929            981         209090
486         788922           1007         210071
487         787919           1003         211078
488         786950            969         212081
489         786006            944         213050
490         785050            956         213994
491         784062            988         214950
492         783083            979         215938
493         782104            979         216917
494         781085           1019         217896
495         780063           1022         218915
496         779047           1016         219937
497         778044           1003         220953
498         777031           1013         221956
499         776037            994         222969
500         775047            990         223963
501         774079            968         224953
502         773143            936         225921
503         772199            944         226857
504         771262            937         227801
505         770355            907         228738
506         769421            934         229645
507         768458            963         230579
508         767477            981         231542
509         766507            970         232523
510         765520            987         233493
511         764532            988         234480
512         763513           1019         235468
513         762479           1034         236487
514         761406           1073         237521
515         760330           1076         238594
516         759259           1071         239670
517         758214           1045         240741
518         757158           1056         241786
519         756138           1020         242842
520         755124           1014         243862
521         754097           1027         244876
522         753022           1075         245903
523         751955           1067         246978
524         750894           1061         248045
525         749831           1063         249106
526         748788           1043         250169
527         747709           1079         251212
528         746649           1060         252291
529         745594           1055         253351
530         744500           1094         254406
531         743389           1111         255500
532         742337           1052         256611
533         741285           1052         257663
534         740239           1046         258715
535         739135           1104         259761
536         737969           1166         260865
537         736776           1193         262031
538         735591           1185         263224
539         734464           1127         264409
540         733303           1161         265536
541         732173           1130         266697
542         731040           1133         267827
543         729917           1123         268960
544         728817           1100         270083
545         727724           1093         271183
546         726623           1101         272276
547         725518           1105         273377
548         724464           1054         274482
549         723393           1071         275536
550         722281           1112         276607
551         721157           1124         277719
552         720046           1111         278843
553         718938           1108         279954
554         717792           1146         281062
555         716622           1170         282208
556         715454           1168         283378
557         714286           1168         284546
558         713139           1147         285714
559         711977           1162         286861
560         710828           1149         288023
561         709658           1170         289172
562         708468           1190         290342
563         707263           1205         291532
564         706076           1187         292737
565         704905           1171         293924
566         703690           1215         295095
567         702515           1175         296310
568         701373           1142         297485
569         700202           1171         298627
570         699075           1127         299798
571         697950           1125         300925
572         696839           1111         302050
573         695709           1130         303161
574         694600           1109         304291
575         693490           1110         305400
576         692406           1084         306510
577         691341           1065         307594
578         690281           1060         308659
579         689218           1063         309719
580         688123           1095         310782
581         687010           1113         311877
582         685863           1147         312990
583         684676           1187         314137
584         683517           1159         315324
585         682350           1167         316483
586         681130           1220         317650
587         679894           1236         318870
588         678658           1236         320106
589         677439           1219         321342
590         676254           1185         322561
591         675045           1209         323746
592         673842           1203         324955
593         672631           1211         326158
594         671378           1253         327369
595         670148           1230         328622
596         668907           1241         329852
597         667673           1234         331093
598         666405           1268         332327
599         665118           1287         333595
600         663820           1298         334882
601         662531           1289         336180
602         661306           1225         337469
603         660128           1178         338694
604         658900           1228         339872
605         657638           1262         341100
606         656365           1273         342362
607         655119           1246         343635
608         653892           1227         344881
609         652662           1230         346108
610         651454           1208         347338
611         650248           1206         348546
612         649041           1207         349752
613         647828           1213         350959
614         646645           1183         352172
615         645443           1202         353355
616         644287           1156         354557
617         643147           1140         355713
618         642022           1125         356853
619         640907           1115         357978
620         639786           1121         359093
621         638687           1099         360214
622         637608           1079         361313
623         636532           1076         362392
624         635448           1084         363468
625         634378           1070         364552
626         633304           1074         365622
627         632242           1062         366696
628         631189           1053         367758
629         630117           1072         368811
630         629057           1060         369883
631         627991           1066         370943
632         626924           1067         372009
633         625838           1086         373076
634         624721           1117         374162
635         623625           1096         375279
636         622486           1139         376375
637         621353           1133         377514
638         620212           1141         378647
639         619064           1148         379788
640         617853           1211         380936
641         616629           1224         382147
642         615421           1208         383371
643         614168           1253         384579
644         612883           1285         385832
645         611560           1323         387117
646         610251           1309         388440
647         608905           1346         389749
648         607570           1335         391095
649         606269           1301         392430
650         604971           1298         393731
651         603654           1317         395029
652         602315           1339         396346
653         600968           1347         397685
654         599642           1326         399032
655         598303           1339         400358
656         596968           1335         401697
657         595637           1331         403032
658         594341           1296         404363
659         593040           1301         405659
660         591716           1324         406960
661         590358           1358         408284
662         589026           1332         409642
663         587725           1301         410974
664         586445           1280         412275
665         585177           1268         413555
666         583894           1283         414823
667         582657           1237         416106
668         581386           1271         417343
669         580085           1301         418614
670         578782           1303         419915
671         577426           1356         421218
672         576064           1362         422574
673         574666           1398         423936
674         573283           1383         425334
675         571936           1347         426717
676         570591           1345         428064
677         569271           1320         429409
678         567976           1295         430729
679         566667           1309         432024
680         565339           1328         433333
681         564007           1332         434661
682         562675           1332         435993
683         561304           1371         437325
684         559909           1395         438696
685         558510           1399         440091
686         557092           1418         441490
687         555697           1395         442908
688         554303           1394         444303
689         552893           1410         445697
690         551506           1387         447107
691         550086           1420         448494
692         548673           1413         449914
693         547269           1404         451327
694         545806           1463         452731
695         544305           1501         454194
696         542863           1442         455695
697         541417           1446         457137
698         539970           1447         458583
699         538529           1441         460030
700         537083           1446         461471
701         535616           1467         462917
702         534179           1437         464384
703         532760           1419         465821
704         531357           1403         467240
705         529936           1421         468643
706         528489           1447         470064
707         527047           1442         471511
708         525643           1404         472953
709         524238           1405         474357
710         522829           1409         475762
711         521406           1423         477171
712         519984           1422         478594
713         518604           1380         480016
714         517214           1390         481396
715         515852           1362         482786
716         514504           1348         484148
717         513192           1312         485496
718         511859           1333         486808
719         510512           1347         488141
720         509178           1334         489488
721         507852           1326         490822
722         506551           1301         492148
723         505270           1281         493449
724         503955           1315         494730
725         502589           1366         496045
726         501265           1324         497411
727         499915           1350         498735
728         498563           1352         500085
729         497230           1333         501437
730         495910           1320         502770
731         494582           1328         504090
732         493249           1333         505418
733         491894           1355         506751
734         490588           1306         508106
735         489255           1333         509412
736         487911           1344         510745
737         486600           1311         512089
738         485288           1312         513400
739         483936           1352         514712
740         482578           1358         516064
741         481204           1374         517422
742         479854           1350         518796
743         478544           1310         520146
744         477227           1317         521456
745         475890           1337         522773
746         474524           1366         524110
747         473128           1396         525476
748         471708           1420         526872
749         470263           1445         528292
750         468800           1463         529737
751         467317           1483         531200
752         465814           1503         532683
753         464268           1546         534186
754         462734           1534         535732
755         461199           1535         537266
756         459669           1530         538801
757         458126           1543         540331
758         456539           1587         541874
759         454946           1593         543461
760         453367           1579         545054
761         451782           1585         546633
762         450152           1630         548218
763         448466           1686         549848
764         446798           1668         551534
765         445126           1672         553202
766         443458           1668         554874
767         441812           1646         556542
768         440211           1601         558188
769         438610           1601         559789
770         437005           1605         561390
771         435410           1595         562995
772         433798           1612         564590
773         432173           1625         566202
774         430583           1590         567827
775         428960           1623         569417
776         427344           1616         571040
777         425759           1585         572656
778         424155           1604         574241
779         422599           1556         575845
780         421025           1574         577401
781         419441           1584         578975
782         417822           1619         580559
783         416232           1590         582178
784         414662           1570         583768
785         413102           1560         585338
786         411539           1563         586898
787         409949           1590         588461
788         408345           1604         590051
789         406735           1610         591655
790         405091           1644         593265
791         403471           1620         594909
792         401797           1674         596529
793         400108           1689         598203
794         398411           1697         599892
795         396727           1684         601589
796         395054           1673         603273
797         393353           1701         604946
798         391695           1658         606647
799         390099           1596         608305
800         388472           1627         609901
801         386841           1631         611528
802         385232           1609         613159
803         383639           1593         614768
804         382051           1588         616361
805         380458           1593         617949
806         378934           1524         619542
807         377397           1537         621066
808         375846           1551         622603
809         374268           1578         624154
810         372620           1648         625732
811         371000           1620         627380
812         369407           1593         629000
813         367754           1653         630593
814         366096           1658         632246
815         364494           1602         633904
816         362918           1576         635506
817         361306           1612         637082
818         359705           1601         638694
819         358109           1596         640295
820         356542           1567         641891
821         354974           1568         643458
822         353440           1534         645026
823         351902           1538         646560
824         350366           1536         648098
825         348838           1528         649634
826         347382           1456         651162
827         345920           1462         652618
828         344427           1493         654080
829         342958           1469         655573
830         341503           1455         657042
831         340076           1427         658497
832         338639           1437         659924
833         337210           1429         661361
834         335750           1460         662790
835         334289           1461         664250
836         332825           1464         665711
837         331373           1452         667175
838         329934           1439         668627
839         328473           1461         670066
840         327000           1473         671527
841         325571           1429         673000
842         324109           1462         674429
843         322682           1427         675891
844         321222           1460         677318
845         319761           1461         678778
846         318315           1446         680239
847         316863           1452         681685
848         315456           1407         683137
849         314097           1359         684544
850         312770           1327         685903
851         311436           1334         687230
852         310075           1361         688564
853         308691           1384         689925
854         307315           1376         691309
855         305965           1350         692685
856         304643           1322         694035
857         303310           1333         695357
858         301995           1315         696690
859         300695           1300         698005
860         299395           1300         699305
861         298131           1264         700605
862         296857           1274         701869
863         295626           1231         703143
864         294417           1209         704374
865         293257           1160         705583
866         292136           1121         706743
867         291019           1117         707864
868         289887           1132         708981
869         288762           1125         710113
870         287641           1121         711238
871         286523           1118         712359
872         285373           1150         713477
873         284220           1153         714627
874         283118           1102         715780
875         282040           1078         716882
876         280983           1057         717960
877         279955           1028         719017
878         278935           1020         720045
879         277890           1045         721065
880         276832           1058         722110
881         275783           1049         723168
882         274732           1051         724217
883         273698           1034         725268
884         272659           1039         726302
885         271641           1018         727341
886         270648            993         728359
887         269681            967         729352
888         268763            918         730319
889         267857            906         731237
890         266947            910         732143
891         266021            926         733053
892         265120            901         733979
893         264224            896         734880
894         263287            937         735776
895         262341            946         736713
896         261396            945         737659
897         260467            929         738604
898         259570            897         739533
899         258683            887         740430
900         257805            878         741317
901         256956            849         742195
902         256149            807         743044
903         255385            764         743851
904         254628            757         744615
905         253870            758         745372
906         253106            764         746130
907         252357            749         746894
908         251613            744         747643
909         250864            749         748387
910         250122            742         749136
911         249364            758         749878
912         248607            757         750636
913         247834            773         751393
914         247066            768         752166
915         246307            759         752934
916         245564            743         753693
917         244830            734         754436
918         244095            735         755170
919         243351            744         755905
920         242601            750         756649
921         241847            754         757399
922         241089            758         758153
923         240337            752         758911
924         239612            725         759663
925         238868            744         760388
926         238138            730         761132
927         237402            736         761862
928         236663            739         762598
929         235918            745         763337
930         235178            740         764082
931         234456            722         764822
932         233719            737         765544
933         232999            720         766281
934         232296            703         767001
935         231621            675         767704
936         230936            685         768379
937         230204            732         769064
938         229476            728         769796
939         228800            676         770524
940         228095            705         771200
941         227365            730         771905
942         226659            706         772635
943         225990            669         773341
944         225320            670         774010
945         224677            643         774680
946         224021            656         775323
947         223379            642         775979
948         222738            641         776621
949         222093            645         777262
950         221454            639         777907
951         220824            630         778546
952         220209            615         779176
953         219604            605         779791
954         219010            594         780396
955         218396            614         780990
956         217766            630         781604
957         217120            646         782234
958         216466            654         782880
959         215831            635         783534
960         215230            601         784169
961         214611            619         784770
962         213954            657         785389
963         213279            675         786046
964         212607            672         786721
965         211951            656         787393
966         211293            658         788049
967         210628            665         788707
968         209944            684         789372
969         209262            682         790056
970         208611            651         790738
971         207973            638         791389
972         207314            659         792027
973         206675            639         792686
974         206033            642         793325
975         205380            653         793967
976         204743            637         794620
977         204119            624         795257
978         203490            629         795881
979         202839            651         796510
980         202167            672         797161
981         201479            688         797833
982         200819            660         798521
983         200168            651         799181
984         199499            669         799832
985         198848            651         800501
986         198198            650         801152
987         197541            657         801802
988         196923            618         802459
989         196321            602         803077
990         195731            590         803679
991         195135            596         804269
992         194516            619         804865
993         193903            613         805484
994         193266            637         806097
995         192634            632         806734
996         192015            619         807366
997         191388            627         807985
998         190777            611         808612
999         190166            611         809223
1000         189508            658         809834
1001         188850            658         810492
1002         188227            623         811150
1003         187607            620         811773
1004         186972            635         812393
1005         186359            613         813028
1006         185783            576         813641
1007         185209            574         814217
1008         184672            537         814791
1009         184145            527         815328
1010         183605            540         815855
1011         183042            563         816395
1012         182462            580         816958
1013         181912            550         817538
1014         181374            538         818088
1015         180847            527         818626
1016         180330            517         819153
1017         179804            526         819670
1018         179274            530         820196
1019         178738            536         820726
1020         178203            535         821262
1021         177677            526         821797
1022         177145            532         822323
1023         176620            525         822855
1024         176124            496         823380
1025         175636            488         823876
1026         175177            459         824364
1027         174722            455         824823
1028         174253            469         825278
1029         173795            458         825747
1030         173362            433         826205
1031         172922            440         826638
1032         172491            431         827078
1033         172078            413         827509
1034         171642            436         827922
1035         171230            412         828358
1036         170818            412         828770
1037         170412            406         829182
1038         170001            411         829588
1039         169573            428         829999
1040         169171            402         830427
1041         168780            391         830829
1042         168371            409         831220
1043         167968            403         831629
1044         167585            383         832032
1045         167198            387         832415
1046         166795            403         832802
1047         166425            370         833205
1048         166084            341         833575
1049         165756            328         833916
1050         165445            311         834244
1051         165125            320         834555
1052         164782            343         834875
1053         164437            345         835218
1054         164092            345         835563
1055         163751            341         835908
1056         163409            342         836249
1057         163065            344         836591
1058         162722            343         836935
1059         162375            347         837278
1060         162014            361         837625
1061         161671            343         837986
1062         161325            346         838329
1063         160967            358         838675
1064         160632            335         839033
1065         160293            339         839368
1066         159975            318         839707
1067         159650            325         840025
1068         159313            337         840350
1069         158977            336         840687
1070         158636            341         841023
1071         158307            329         841364
1072         157979            328         841693
1073         157662            317         842021
1074         157344            318         842338
1075         157056            288         842656
1076         156755            301         842944
1077         156437            318         843245
1078         156166            271         843563
1079         155903            263         843834
1080         155639            264         844097
1081         155363            276         844361
1082         155089            274         844637
1083         154818            271         844911
1084         154537            281         845182
1085         154265            272         845463
1086         153991            274         845735
1087         153722            269         846009
1088         153447            275         846278
1089         153187            260         846553
1090         152916            271         846813
1091         152635            281         847084
1092         152354            281         847365
1093         152077            277         847646
1094         151809            268         847923
1095         151539            270         848191
1096         151284            255         848461
1097         151018            266         848716
1098         150740            278         848982
1099         150467            273         849260
1100         150209            258         849533
1101         149945            264         849791
1102         149681            264         850055
1103         149425            256         850319
1104         149162            263         850575
1105         148894            268         850838
1106         148656            238         851106
1107         148435            221         851344
1108         148196            239         851565
1109         147964            232         851804
1110         147766            198         852036
1111         147574            192         852234
1112         147382            192         852426
1113         147203            179         852618
1114         147014            189         852797
1115         146819            195         852986
1116         146613            206         853181
1117         146428            185         853387
1118         146237            191         853572
1119         146030            207         853763
1120         145830            200         853970
1121         145644            186         854170
1122         145463            181         854356
1123         145280            183         854537
1124         145109            171         854720
1125         144942            167         854891
1126         144768            174         855058
1127         144607            161         855232
1128         144445            162         855393
1129         144287            158         855555
1130         144139            148         855713
1131         143982            157         855861
1132         143821            161         856018
1133         143663            158         856179
1134         143532            131         856337
1135         143396            136         856468
1136         143249            147         856604
1137         143115            134         856751
1138         142985            130         856885
1139         142847            138         857015
1140         142721            126         857153
1141         142601            120         857279
1142         142494            107         857399
1143         142399             95         857506
1144         142300             99         857601
1145         142203             97         857700
1146         142093            110         857797
1147         141990            103         857907
1148         141895             95         858010
1149         141806             89         858105
1150         141720             86         858194
1151         141639             81         858280
1152         141571             68         858361
1153         141493             78         858429
1154         141415             78         858507
1155         141337             78         858585
1156         141257             80         858663
1157         141168             89         858743
1158         141078             90         858832
1159         140985             93         858922
1160         140885            100         859015
1161         140787             98         859115
1162         140695             92         859213
1163         140598             97         859305
1164         140496            102         859402
1165         140388            108         859504
1166         140280            108         859612
1167         140169            111         859720
1168         140066            103         859831
1169         139975             91         859934
1170         139892             83         860025
1171         139815             77         860108
1172         139744             71         860185
1173         139683             61         860256
1174         139631             52         860317
1175         139576             55         860369
1176         139523             53         860424
1177         139463             60         860477
1178         139404             59         860537
1179         139349             55         860596
1180         139301             48         860651
1181         139256             45         860699
1182         139207             49         860744
1183         139160             47         860793
1184         139110             50         860840
1185         139062             48         860890
1186         139011             51         860938
1187         138958             53         860989
1188         138910             48         861042
1189         138864             46         861090
1190         138821             43         861136
1191         138781             40         861179
1192         138745             36         861219
1193         138710             35         861255
1194         138676             34         861290
1195         138645             31         861324
1196         138620             25         861355
1197         138598             22         861380
1198         138575             23         861402
1199         138559             16         861425
1200         138543             16         861441
1201         138524             19         861457
1202         138503             21         861476
1203         138483             20         861497
1204         138471             12         861517
1205         138457             14         861529
1206         138442             15         861543
1207         138429             13         861558
1208         138419             10         861571
1209         138404             15         861581
1210         138388             16         861596
1211         138376             12         861612
1212         138363             13         861624
1213         138351             12         861637
1214         138342              9         861649
1215         138332             10         861658
1216         138320             12         861668
1217         138312              8         861680
1218         138307              5         861688
1219         138303              4         861693
1220         138299              4         861697
1221         138293              6         861701
1222         138289              4         861707
1223         138284              5         861711
1224         138278              6         861716
1225         138275              3         861722
1226         138271              4         861725
1227         138269              2         861729
1228         138268              1         861731
1229         138267              1         861732
1230         138266              1         861733
1231         138266              0         861734
