#t           SANO     QUEMANDOSE        QUEMADO
138         983770            253          15977
139         983516            254          16230
140         983237            279          16484
141         982958            279          16763
142         982679            279          17042
143         982397            282          17321
144         982131            266          17603
145         981859            272          17869
146         981595            264          18141
147         981329            266          18405
148         981065            264          18671
149         980804            261          18935
150         980561            243          19196
151         980309            252          19439
152         980068            241          19691
153         979837            231          19932
154         979597            240          20163
155         979353            244          20403
156         979102            251          20647
157         978855            247          20898
158         978585            270          21145
159         978312            273          21415
160         978033            279          21688
161         977739            294          21967
162         977444            295          22261
163         977152            292          22556
164         976858            294          22848
165         976586            272          23142
166         976305            281          23414
167         976013            292          23695
168         975704            309          23987
169         975387            317          24296
170         975074            313          24613
171         974755            319          24926
172         974424            331          25245
173         974065            359          25576
174         973701            364          25935
175         973329            372          26299
176         972972            357          26671
177         972604            368          27028
178         972233            371          27396
179         971866            367          27767
180         971502            364          28134
181         971148            354          28498
182         970781            367          28852
183         970379            402          29219
184         969970            409          29621
185         969551            419          30030
186         969149            402          30449
187         968737            412          30851
188         968350            387          31263
189         967982            368          31650
190         967589            393          32018
191         967198            391          32411
192         966811            387          32802
193         966405            406          33189
194         966012            393          33595
195         965626            386          33988
196         965243            383          34374
197         964860            383          34757
198         964468            392          35140
199         964063            405          35532
200         963662            401          35937
201         963262            400          36338
202         962852            410          36738
203         962443            409          37148
204         962046            397          37557
205         961657            389          37954
206         961247            410          38343
207         960836            411          38753
208         960419            417          39164
209         959979            440          39581
210         959550            429          40021
211         959147            403          40450
212         958747            400          40853
213         958348            399          41253
214         957952            396          41652
215         957547            405          42048
216         957153            394          42453
217         956777            376          42847
218         956394            383          43223
219         956001            393          43606
220         955597            404          43999
221         955173            424          44403
222         954744            429          44827
223         954311            433          45256
224         953900            411          45689
225         953515            385          46100
226         953119            396          46485
227         952709            410          46881
228         952299            410          47291
229         951884            415          47701
230         951472            412          48116
231         951062            410          48528
232         950665            397          48938
233         950273            392          49335
234         949859            414          49727
235         949443            416          50141
236         949017            426          50557
237         948583            434          50983
238         948161            422          51417
239         947742            419          51839
240         947308            434          52258
241         946868            440          52692
242         946431            437          53132
243         945986            445          53569
244         945505            481          54014
245         945015            490          54495
246         944536            479          54985
247         944035            501          55464
248         943539            496          55965
249         943062            477          56461
250         942599            463          56938
251         942110            489          57401
252         941597            513          57890
253         941088            509          58403
254         940565            523          58912
255         940043            522          59435
256         939493            550          59957
257         938936            557          60507
258         938389            547          61064
259         937817            572          61611
260         937254            563          62183
261         936708            546          62746
262         936182            526          63292
263         935645            537          63818
264         935099            546          64355
265         934565            534          64901
266         934022            543          65435
267         933478            544          65978
268         932924            554          66522
269         932378            546          67076
270         931840            538          67622
271         931276            564          68160
272         930674            602          68724
273         930090            584          69326
274         929520            570          69910
275         928913            607          70480
276         928312            601          71087
277         927723            589          71688
278         927122            601          72277
279         926501            621          72878
280         925853            648          73499
281         925243            610          74147
282         924646            597          74757
283         924038            608          75354
284         923454            584          75962
285         922869            585          76546
286         922289            580          77131
287         921724            565          77711
288         921153            571          78276
289         920559            594          78847
290         919955            604          79441
291         919357            598          80045
292         918740            617          80643
293         918109            631          81260
294         917465            644          81891
295         916815            650          82535
296         916161            654          83185
297         915519            642          83839
298         914883            636          84481
299         914299            584          85117
300         913742            557          85701
301         913158            584          86258
302         912605            553          86842
303         912017            588          87395
304         911412            605          87983
305         910812            600          88588
306         910226            586          89188
307         909650            576          89774
308         909028            622          90350
309         908372            656          90972
310         907724            648          91628
311         907046            678          92276
312         906379            667          92954
313         905732            647          93621
314         905084            648          94268
315         904431            653          94916
316         903754            677          95569
317         903111            643          96246
318         902477            634          96889
319         901793            684          97523
320         901154            639          98207
321         900494            660          98846
322         899828            666          99506
323         899186            642         100172
324         898538            648         100814
325         897864            674         101462
326         897190            674         102136
327         896515            675         102810
328         895821            694         103485
329         895113            708         104179
330         894415            698         104887
331         893735            680         105585
332         893053            682         106265
333         892370            683         106947
334         891697            673         107630
335         890998            699         108303
336         890301            697         109002
337         889640            661         109699
338         889009            631         110360
339         888364            645         110991
340         887744            620         111636
341         887133            611         112256
342         886517            616         112867
343         885936            581         113483
344         885329            607         114064
345         884707            622         114671
346         884079            628         115293
347         883424            655         115921
348         882751            673         116576
349         882055            696         117249
350         881343            712         117945
351         880648            695         118657
352         879979            669         119352
353         879301            678         120021
354         878634            667         120699
355         877911            723         121366
356         877175            736         122089
357         876449            726         122825
358         875715            734         123551
359         875016            699         124285
360         874310            706         124984
361         873579            731         125690
362         872844            735         126421
363         872100            744         127156
364         871327            773         127900
365         870545            782         128673
366         869783            762         129455
367         869022            761         130217
368         868243            779         130978
369         867483            760         131757
370         866715            768         132517
371         865922            793         133285
372         865133            789         134078
373         864334            799         134867
374         863516            818         135666
375         862700            816         136484
376         861843            857         137300
377         860963            880         138157
378         860096            867         139037
379         859213            883         139904
380         858352            861         140787
381         857482            870         141648
382         856615            867         142518
383         855763            852         143385
384         854907            856         144237
385         854025            882         145093
386         853148            877         145975
387         852304            844         146852
388         851461            843         147696
389         850606            855         148539
390         849756            850         149394
391         848902            854         150244
392         848055            847         151098
393         847217            838         151945
394         846359            858         152783
395         845521            838         153641
396         844728            793         154479
397         843916            812         155272
398         843107            809         156084
399         842309            798         156893
400         841456            853         157691
401         840593            863         158544
402         839753            840         159407
403         838906            847         160247
404         838068            838         161094
405         837245            823         161932
406         836403            842         162755
407         835558            845         163597
408         834669            889         164442
409         833759            910         165331
410         832856            903         166241
411         831943            913         167144
412         831054            889         168057
413         830179            875         168946
414         829257            922         169821
415         828298            959         170743
416         827321            977         171702
417         826322            999         172679
418         825321           1001         173678
419         824333            988         174679
420         823371            962         175667
421         822448            923         176629
422         821520            928         177552
423         820602            918         178480
424         819712            890         179398
425         818851            861         180288
426         817982            869         181149
427         817066            916         182018
428         816139            927         182934
429         815212            927         183861
430         814295            917         184788
431         813363            932         185705
432         812413            950         186637
433         811506            907         187587
434         810599            907         188494
435         809716            883         189401
436         808832            884         190284
437         807937            895         191168
438         807025            912         192063
439         806123            902         192975
440         805231            892         193877
441         804307            924         194769
442         803350            957         195693
443         802393            957         196650
444         801468            925         197607
445         800541            927         198532
446         799628            913         199459
447         798737            891         200372
448         797835            902         201263
449         796869            966         202165
450         795899            970         203131
451         794909            990         204101
452         793923            986         205091
453         792934            989         206077
454         791928           1006         207066
455         790919           1009         208072
456         789898           1021         209081
457         788856           1042         210102
458         787822           1034         211144
459         786787           1035         212178
460         785730           1057         213213
461         784702           1028         214270
462         783678           1024         215298
463         782630           1048         216322
464         781611           1019         217370
465         780631            980         218389
466         779638            993         219369
467         778638           1000         220362
468         777621           1017         221362
469         776597           1024         222379
470         775570           1027         223403
471         774539           1031         224430
472         773526           1013         225461
473         772540            986         226474
474         771576            964         227460
475         770606            970         228424
476         769650            956         229394
477         768687            963         230350
478         767706            981         231313
479         766718            988         232294
480         765715           1003         233282
481         764714           1001         234285
482         763713           1001         235286
483         762748            965         236287
484         761807            941         237252
485         760872            935         238193
486         759945            927         239128
487         758987            958         240055
488         758000            987         241013
489         757023            977         242000
490         756054            969         242977
491         755059            995         243946
492         754047           1012         244941
493         753052            995         245953
494         752062            990         246948
495         751055           1007         247938
496         750056            999         248945
497         749070            986         249944
498         748110            960         250930
499         747152            958         251890
500         746162            990         252848
501         745188            974         253838
502         744183           1005         254812
503         743151           1032         255817
504         742092           1059         256849
505         740975           1117         257908
506         739860           1115         259025
507         738754           1106         260140
508         737684           1070         261246
509         736634           1050         262316
510         735566           1068         263366
511         734508           1058         264434
512         733439           1069         265492
513         732337           1102         266561
514         731205           1132         267663
515         730050           1155         268795
516         728924           1126         269950
517         727842           1082         271076
518         726764           1078         272158
519         725644           1120         273236
520         724528           1116         274356
521         723430           1098         275472
522         722337           1093         276570
523         721243           1094         277663
524         720121           1122         278757
525         718987           1134         279879
526         717877           1110         281013
527         716738           1139         282123
528         715587           1151         283262
529         714443           1144         284413
530         713263           1180         285557
531         712076           1187         286737
532         710887           1189         287924
533         709668           1219         289113
534         708443           1225         290332
535         707195           1248         291557
536         705939           1256         292805
537         704678           1261         294061
538         703407           1271         295322
539         702156           1251         296593
540         700962           1194         297844
541         699800           1162         299038
542         698663           1137         300200
543         697499           1164         301337
544         696336           1163         302501
545         695198           1138         303664
546         694058           1140         304802
547         692917           1141         305942
548         691759           1158         307083
549         690632           1127         308241
550         689510           1122         309368
551         688393           1117         310490
552         687278           1115         311607
553         686218           1060         312722
554         685122           1096         313782
555         684001           1121         314878
556         682862           1139         315999
557         681675           1187         317138
558         680515           1160         318325
559         679348           1167         319485
560         678180           1168         320652
561         677040           1140         321820
562         675892           1148         322960
563         674754           1138         324108
564         673616           1138         325246
565         672460           1156         326384
566         671263           1197         327540
567         670040           1223         328737
568         668808           1232         329960
569         667604           1204         331192
570         666407           1197         332396
571         665196           1211         333593
572         663967           1229         334804
573         662755           1212         336033
574         661614           1141         337245
575         660493           1121         338386
576         659355           1138         339507
577         658214           1141         340645
578         657066           1148         341786
579         655899           1167         342934
580         654693           1206         344101
581         653468           1225         345307
582         652210           1258         346532
583         650912           1298         347790
584         649590           1322         349088
585         648255           1335         350410
586         646934           1321         351745
587         645606           1328         353066
588         644242           1364         354394
589         642875           1367         355758
590         641506           1369         357125
591         640105           1401         358494
592         638755           1350         359895
593         637432           1323         361245
594         636154           1278         362568
595         634913           1241         363846
596         633670           1243         365087
597         632402           1268         366330
598         631133           1269         367598
599         629859           1274         368867
600         628564           1295         370141
601         627266           1298         371436
602         626002           1264         372734
603         624735           1267         373998
604         623458           1277         375265
605         622149           1309         376542
606         620826           1323         377851
607         619496           1330         379174
608         618155           1341         380504
609         616820           1335         381845
610         615488           1332         383180
611         614135           1353         384512
612         612738           1397         385865
613         611315           1423         387262
614         609926           1389         388685
615         608575           1351         390074
616         607187           1388         391425
617         605831           1356         392813
618         604486           1345         394169
619         603148           1338         395514
620         601828           1320         396852
621         600492           1336         398172
622         599125           1367         399508
623         597757           1368         400875
624         596381           1376         402243
625         594979           1402         403619
626         593574           1405         405021
627         592160           1414         406426
628         590774           1386         407840
629         589429           1345         409226
630         588085           1344         410571
631         586731           1354         411915
632         585338           1393         413269
633         583937           1401         414662
634         582525           1412         416063
635         581092           1433         417475
636         579685           1407         418908
637         578258           1427         420315
638         576817           1441         421742
639         575355           1462         423183
640         573932           1423         424645
641         572507           1425         426068
642         571086           1421         427493
643         569658           1428         428914
644         568233           1425         430342
645         566804           1429         431767
646         565377           1427         433196
647         563974           1403         434623
648         562566           1408         436026
649         561171           1395         437434
650         559807           1364         438829
651         558532           1275         440193
652         557256           1276         441468
653         555959           1297         442744
654         554677           1282         444041
655         553437           1240         445323
656         552157           1280         446563
657         550850           1307         447843
658         549564           1286         449150
659         548320           1244         450436
660         547144           1176         451680
661         545951           1193         452856
662         544720           1231         454049
663         543464           1256         455280
664         542182           1282         456536
665         540902           1280         457818
666         539598           1304         459098
667         538290           1308         460402
668         536971           1319         461710
669         535649           1322         463029
670         534298           1351         464351
671         532892           1406         465702
672         531507           1385         467108
673         530118           1389         468493
674         528718           1400         469882
675         527302           1416         471282
676         525888           1414         472698
677         524453           1435         474112
678         522988           1465         475547
679         521546           1442         477012
680         520077           1469         478454
681         518578           1499         479923
682         517052           1526         481422
683         515536           1516         482948
684         514033           1503         484464
685         512528           1505         485967
686         511027           1501         487472
687         509554           1473         488973
688         508093           1461         490446
689         506612           1481         491907
690         505109           1503         493388
691         503605           1504         494891
692         502103           1502         496395
693         500590           1513         497897
694         499065           1525         499410
695         497530           1535         500935
696         496002           1528         502470
697         494471           1531         503998
698         492965           1506         505529
699         491486           1479         507035
700         489970           1516         508514
701         488421           1549         510030
702         486867           1554         511579
703         485323           1544         513133
704         483768           1555         514677
705         482206           1562         516232
706         480609           1597         517794
707         478968           1641         519391
708         477357           1611         521032
709         475778           1579         522643
710         474171           1607         524222
711         472580           1591         525829
712         471012           1568         527420
713         469456           1556         528988
714         467865           1591         530544
715         466262           1603         532135
716         464688           1574         533738
717         463117           1571         535312
718         461531           1586         536883
719         459914           1617         538469
720         458251           1663         540086
721         456605           1646         541749
722         454958           1647         543395
723         453345           1613         545042
724         451793           1552         546655
725         450213           1580         548207
726         448654           1559         549787
727         447097           1557         551346
728         445564           1533         552903
729         444034           1530         554436
730         442439           1595         555966
731         440806           1633         557561
732         439144           1662         559194
733         437511           1633         560856
734         435895           1616         562489
735         434264           1631         564105
736         432624           1640         565736
737         430987           1637         567376
738         429373           1614         569013
739         427736           1637         570627
740         426085           1651         572264
741         424484           1601         573915
742         422933           1551         575516
743         421346           1587         577067
744         419740           1606         578654
745         418161           1579         580260
746         416511           1650         581839
747         414875           1636         583489
748         413286           1589         585125
749         411628           1658         586714
750         409924           1704         588372
751         408210           1714         590076
752         406516           1694         591790
753         404853           1663         593484
754         403272           1581         595147
755         401727           1545         596728
756         400118           1609         598273
757         398412           1706         599882
758         396680           1732         601588
759         394965           1715         603320
760         393239           1726         605035
761         391544           1695         606761
762         389836           1708         608456
763         388131           1705         610164
764         386416           1715         611869
765         384713           1703         613584
766         383050           1663         615287
767         381382           1668         616950
768         379700           1682         618618
769         378045           1655         620300
770         376371           1674         621955
771         374740           1631         623629
772         373126           1614         625260
773         371494           1632         626874
774         369847           1647         628506
775         368168           1679         630153
776         366509           1659         631832
777         364870           1639         633491
778         363224           1646         635130
779         361543           1681         636776
780         359831           1712         638457
781         358149           1682         640169
782         356474           1675         641851
783         354778           1696         643526
784         353118           1660         645222
785         351479           1639         646882
786         349812           1667         648521
787         348115           1697         650188
788         346443           1672         651885
789         344817           1626         653557
790         343206           1611         655183
791         341566           1640         656794
792         339912           1654         658434
793         338286           1626         660088
794         336688           1598         661714
795         335077           1611         663312
796         333435           1642         664923
797         331776           1659         666565
798         330095           1681         668224
799         328458           1637         669905
800         326851           1607         671542
801         325267           1584         673149
802         323649           1618         674733
803         322040           1609         676351
804         320455           1585         677960
805         318893           1562         679545
806         317355           1538         681107
807         315787           1568         682645
808         314203           1584         684213
809         312593           1610         685797
810         310998           1595         687407
811         309352           1646         689002
812         307758           1594         690648
813         306151           1607         692242
814         304574           1577         693849
815         303055           1519         695426
816         301562           1493         696945
817         300044           1518         698438
818         298523           1521         699956
819         296974           1549         701477
820         295412           1562         703026
821         293880           1532         704588
822         292326           1554         706120
823         290810           1516         707674
824         289333           1477         709190
825         287867           1466         710667
826         286417           1450         712133
827         284974           1443         713583
828         283498           1476         715026
829         282052           1446         716502
830         280593           1459         717948
831         279170           1423         719407
832         277765           1405         720830
833         276388           1377         722235
834         275052           1336         723612
835         273729           1323         724948
836         272422           1307         726271
837         271103           1319         727578
838         269798           1305         728897
839         268521           1277         730202
840         267184           1337         731479
841         265832           1352         732816
842         264492           1340         734168
843         263184           1308         735508
844         261912           1272         736816
845         260597           1315         738088
846         259296           1301         739403
847         257998           1298         740704
848         256760           1238         742002
849         255581           1179         743240
850         254447           1134         744419
851         253339           1108         745553
852         252167           1172         746661
853         250990           1177         747833
854         249801           1189         749010
855         248621           1180         750199
856         247491           1130         751379
857         246361           1130         752509
858         245260           1101         753639
859         244170           1090         754740
860         243077           1093         755830
861         242011           1066         756923
862         240920           1091         757989
863         239862           1058         759080
864         238816           1046         760138
865         237785           1031         761184
866         236771           1014         762215
867         235757           1014         763229
868         234744           1013         764243
869         233742           1002         765256
870         232760            982         766258
871         231795            965         767240
872         230825            970         768205
873         229837            988         769175
874         228863            974         770163
875         227899            964         771137
876         226976            923         772101
877         226041            935         773024
878         225112            929         773959
879         224146            966         774888
880         223176            970         775854
881         222203            973         776824
882         221237            966         777797
883         220284            953         778763
884         219338            946         779716
885         218393            945         780662
886         217423            970         781607
887         216463            960         782577
888         215506            957         783537
889         214555            951         784494
890         213577            978         785445
891         212597            980         786423
892         211624            973         787403
893         210684            940         788376
894         209755            929         789316
895         208832            923         790245
896         207901            931         791168
897         206979            922         792099
898         206054            925         793021
899         205140            914         793946
900         204251            889         794860
901         203401            850         795749
902         202573            828         796599
903         201768            805         797427
904         200948            820         798232
905         200131            817         799052
906         199276            855         799869
907         198453            823         800724
908         197673            780         801547
909         196866            807         802327
910         196092            774         803134
911         195355            737         803908
912         194635            720         804645
913         193920            715         805365
914         193249            671         806080
915         192563            686         806751
916         191862            701         807437
917         191161            701         808138
918         190486            675         808839
919         189821            665         809514
920         189170            651         810179
921         188558            612         810830
922         187942            616         811442
923         187300            642         812058
924         186662            638         812700
925         186037            625         813338
926         185426            611         813963
927         184843            583         814574
928         184256            587         815157
929         183676            580         815744
930         183097            579         816324
931         182508            589         816903
932         181937            571         817492
933         181380            557         818063
934         180806            574         818620
935         180222            584         819194
936         179635            587         819778
937         179038            597         820365
938         178430            608         820962
939         177819            611         821570
940         177213            606         822181
941         176652            561         822787
942         176102            550         823348
943         175523            579         823898
944         174943            580         824477
945         174386            557         825057
946         173861            525         825614
947         173325            536         826139
948         172785            540         826675
949         172257            528         827215
950         171698            559         827743
951         171127            571         828302
952         170582            545         828873
953         170034            548         829418
954         169499            535         829966
955         168973            526         830501
956         168447            526         831027
957         167924            523         831553
958         167399            525         832076
959         166845            554         832601
960         166280            565         833155
961         165717            563         833720
962         165158            559         834283
963         164589            569         834842
964         164062            527         835411
965         163550            512         835938
966         163052            498         836450
967         162553            499         836948
968         162062            491         837447
969         161595            467         837938
970         161130            465         838405
971         160671            459         838870
972         160229            442         839329
973         159807            422         839771
974         159395            412         840193
975         158972            423         840605
976         158548            424         841028
977         158148            400         841452
978         157739            409         841852
979         157309            430         842261
980         156896            413         842691
981         156485            411         843104
982         156082            403         843515
983         155681            401         843918
984         155272            409         844319
985         154874            398         844728
986         154510            364         845126
987         154134            376         845490
988         153733            401         845866
989         153323            410         846267
990         152913            410         846677
991         152490            423         847087
992         152066            424         847510
993         151618            448         847934
994         151171            447         848382
995         150722            449         848829
996         150272            450         849278
997         149858            414         849728
998         149454            404         850142
999         149030            424         850546
1000         148597            433         850970
1001         148176            421         851403
1002         147762            414         851824
1003         147359            403         852238
1004         146978            381         852641
1005         146627            351         853022
1006         146261            366         853373
1007         145904            357         853739
1008         145548            356         854096
1009         145215            333         854452
1010         144877            338         854785
1011         144522            355         855123
1012         144185            337         855478
1013         143866            319         855815
1014         143543            323         856134
1015         143220            323         856457
1016         142904            316         856780
1017         142584            320         857096
1018         142270            314         857416
1019         141955            315         857730
1020         141669            286         858045
1021         141386            283         858331
1022         141081            305         858614
1023         140770            311         858919
1024         140443            327         859230
1025         140124            319         859557
1026         139798            326         859876
1027         139473            325         860202
1028         139159            314         860527
1029         138859            300         860841
1030         138561            298         861141
1031         138255            306         861439
1032         137949            306         861745
1033         137618            331         862051
1034         137289            329         862382
1035         136963            326         862711
1036         136636            327         863037
1037         136323            313         863364
1038         136041            282         863677
1039         135756            285         863959
1040         135463            293         864244
1041         135167            296         864537
1042         134857            310         864833
1043         134559            298         865143
1044         134259            300         865441
1045         133960            299         865741
1046         133655            305         866040
1047         133337            318         866345
1048         133035            302         866663
1049         132737            298         866965
1050         132458            279         867263
1051         132165            293         867542
1052         131855            310         867835
1053         131543            312         868145
1054         131201            342         868457
1055         130873            328         868799
1056         130559            314         869127
1057         130263            296         869441
1058         129968            295         869737
1059         129683            285         870032
1060         129409            274         870317
1061         129147            262         870591
1062         128896            251         870853
1063         128658            238         871104
1064         128445            213         871342
1065         128226            219         871555
1066         128001            225         871774
1067         127764            237         871999
1068         127546            218         872236
1069         127348            198         872454
1070         127139            209         872652
1071         126911            228         872861
1072         126685            226         873089
1073         126465            220         873315
1074         126254            211         873535
1075         126048            206         873746
1076         125826            222         873952
1077         125608            218         874174
1078         125401            207         874392
1079         125184            217         874599
1080         124972            212         874816
1081         124762            210         875028
1082         124539            223         875238
1083         124299            240         875461
1084         124069            230         875701
1085         123842            227         875931
1086         123616            226         876158
1087         123391            225         876384
1088         123169            222         876609
1089         122958            211         876831
1090         122758            200         877042
1091         122535            223         877242
1092         122322            213         877465
1093         122122            200         877678
1094         121921            201         877878
1095         121731            190         878079
1096         121546            185         878269
1097         121368            178         878454
1098         121193            175         878632
1099         121006            187         878807
1100         120830            176         878994
1101         120660            170         879170
1102         120501            159         879340
1103         120343            158         879499
1104         120177            166         879657
1105         120015            162         879823
1106         119863            152         879985
1107         119722            141         880137
1108         119597            125         880278
1109         119473            124         880403
1110         119358            115         880527
1111         119251            107         880642
1112         119145            106         880749
1113         119037            108         880855
1114         118925            112         880963
1115         118814            111         881075
1116         118703            111         881186
1117         118581            122         881297
1118         118453            128         881419
1119         118339            114         881547
1120         118214            125         881661
1121         118097            117         881786
1122         117982            115         881903
1123         117878            104         882018
1124         117779             99         882122
1125         117672            107         882221
1126         117558            114         882328
1127         117454            104         882442
1128         117365             89         882546
1129         117289             76         882635
1130         117213             76         882711
1131         117131             82         882787
1132         117059             72         882869
1133         116995             64         882941
1134         116928             67         883005
1135         116859             69         883072
1136         116794             65         883141
1137         116742             52         883206
1138         116695             47         883258
1139         116643             52         883305
1140         116597             46         883357
1141         116551             46         883403
1142         116514             37         883449
1143         116478             36         883486
1144         116441             37         883522
1145         116404             37         883559
1146         116363             41         883596
1147         116319             44         883637
1148         116274             45         883681
1149         116226             48         883726
1150         116176             50         883774
1151         116121             55         883824
1152         116077             44         883879
1153         116038             39         883923
1154         115987             51         883962
1155         115940             47         884013
1156         115903             37         884060
1157         115868             35         884097
1158         115840             28         884132
1159         115812             28         884160
1160         115786             26         884188
1161         115763             23         884214
1162         115739             24         884237
1163         115719             20         884261
1164         115695             24         884281
1165         115669             26         884305
1166         115645             24         884331
1167         115619             26         884355
1168         115596             23         884381
1169         115579             17         884404
1170         115565             14         884421
1171         115553             12         884435
1172         115541             12         884447
1173         115529             12         884459
1174         115516             13         884471
1175         115504             12         884484
1176         115495              9         884496
1177         115486              9         884505
1178         115476             10         884514
1179         115468              8         884524
1180         115456             12         884532
1181         115443             13         884544
1182         115433             10         884557
1183         115423             10         884567
1184         115415              8         884577
1185         115410              5         884585
1186         115406              4         884590
1187         115403              3         884594
1188         115399              4         884597
1189         115394              5         884601
1190         115388              6         884606
1191         115381              7         884612
1192         115373              8         884619
1193         115365              8         884627
1194         115359              6         884635
1195         115353              6         884641
1196         115348              5         884647
1197         115343              5         884652
1198         115338              5         884657
1199         115336              2         884662
1200         115336              0         884664
