#t           SANO     QUEMANDOSE        QUEMADO
136         998120             47           1833
137         998080             40           1880
138         998039             41           1920
139         998005             34           1961
140         997968             37           1995
141         997936             32           2032
142         997906             30           2064
143         997878             28           2094
144         997853             25           2122
145         997828             25           2147
146         997799             29           2172
147         997775             24           2201
148         997751             24           2225
149         997725             26           2249
150         997701             24           2275
151         997678             23           2299
152         997652             26           2322
153         997619             33           2348
154         997583             36           2381
155         997545             38           2417
156         997498             47           2455
157         997456             42           2502
158         997413             43           2544
159         997365             48           2587
160         997322             43           2635
161         997270             52           2678
162         997211             59           2730
163         997151             60           2789
164         997093             58           2849
165         997038             55           2907
166         996983             55           2962
167         996924             59           3017
168         996865             59           3076
169         996820             45           3135
170         996773             47           3180
171         996727             46           3227
172         996673             54           3273
173         996609             64           3327
174         996543             66           3391
175         996482             61           3457
176         996421             61           3518
177         996362             59           3579
178         996306             56           3638
179         996248             58           3694
180         996191             57           3752
181         996136             55           3809
182         996081             55           3864
183         996027             54           3919
184         995978             49           3973
185         995927             51           4022
186         995871             56           4073
187         995816             55           4129
188         995764             52           4184
189         995705             59           4236
190         995635             70           4295
191         995561             74           4365
192         995491             70           4439
193         995420             71           4509
194         995348             72           4580
195         995271             77           4652
196         995199             72           4729
197         995135             64           4801
198         995076             59           4865
199         995024             52           4924
200         994975             49           4976
201         994930             45           5025
202         994886             44           5070
203         994849             37           5114
204         994807             42           5151
205         994768             39           5193
206         994729             39           5232
207         994689             40           5271
208         994646             43           5311
209         994593             53           5354
210         994543             50           5407
211         994492             51           5457
212         994438             54           5508
213         994392             46           5562
214         994346             46           5608
215         994295             51           5654
216         994246             49           5705
217         994206             40           5754
218         994171             35           5794
219         994140             31           5829
220         994113             27           5860
221         994088             25           5887
222         994061             27           5912
223         994040             21           5939
224         994019             21           5960
225         993995             24           5981
226         993968             27           6005
227         993944             24           6032
228         993923             21           6056
229         993907             16           6077
230         993892             15           6093
231         993878             14           6108
232         993861             17           6122
233         993848             13           6139
234         993833             15           6152
235         993822             11           6167
236         993814              8           6178
237         993805              9           6186
238         993797              8           6195
239         993784             13           6203
240         993766             18           6216
241         993752             14           6234
242         993740             12           6248
243         993729             11           6260
244         993719             10           6271
245         993712              7           6281
246         993703              9           6288
247         993694              9           6297
248         993686              8           6306
249         993676             10           6314
250         993668              8           6324
251         993663              5           6332
252         993657              6           6337
253         993649              8           6343
254         993640              9           6351
255         993634              6           6360
256         993628              6           6366
257         993625              3           6372
258         993622              3           6375
259         993615              7           6378
260         993609              6           6385
261         993604              5           6391
262         993601              3           6396
263         993596              5           6399
264         993592              4           6404
265         993587              5           6408
266         993581              6           6413
267         993574              7           6419
268         993565              9           6426
269         993554             11           6435
270         993545              9           6446
271         993538              7           6455
272         993530              8           6462
273         993523              7           6470
274         993513             10           6477
275         993506              7           6487
276         993497              9           6494
277         993487             10           6503
278         993477             10           6513
279         993465             12           6523
280         993452             13           6535
281         993443              9           6548
282         993435              8           6557
283         993425             10           6565
284         993413             12           6575
285         993397             16           6587
286         993379             18           6603
287         993361             18           6621
288         993340             21           6639
289         993319             21           6660
290         993299             20           6681
291         993278             21           6701
292         993251             27           6722
293         993224             27           6749
294         993198             26           6776
295         993168             30           6802
296         993142             26           6832
297         993116             26           6858
298         993086             30           6884
299         993064             22           6914
300         993045             19           6936
301         993028             17           6955
302         993010             18           6972
303         992986             24           6990
304         992962             24           7014
305         992936             26           7038
306         992908             28           7064
307         992882             26           7092
308         992861             21           7118
309         992842             19           7139
310         992816             26           7158
311         992789             27           7184
312         992758             31           7211
313         992735             23           7242
314         992718             17           7265
315         992703             15           7282
316         992689             14           7297
317         992671             18           7311
318         992651             20           7329
319         992629             22           7349
320         992603             26           7371
321         992572             31           7397
322         992536             36           7428
323         992507             29           7464
324         992485             22           7493
325         992456             29           7515
326         992426             30           7544
327         992399             27           7574
328         992369             30           7601
329         992341             28           7631
330         992317             24           7659
331         992294             23           7683
332         992268             26           7706
333         992249             19           7732
334         992234             15           7751
335         992221             13           7766
336         992206             15           7779
337         992189             17           7794
338         992172             17           7811
339         992153             19           7828
340         992127             26           7847
341         992103             24           7873
342         992081             22           7897
343         992061             20           7919
344         992040             21           7939
345         992026             14           7960
346         992010             16           7974
347         991992             18           7990
348         991978             14           8008
349         991960             18           8022
350         991940             20           8040
351         991919             21           8060
352         991897             22           8081
353         991876             21           8103
354         991859             17           8124
355         991846             13           8141
356         991835             11           8154
357         991822             13           8165
358         991810             12           8178
359         991795             15           8190
360         991780             15           8205
361         991764             16           8220
362         991747             17           8236
363         991731             16           8253
364         991717             14           8269
365         991700             17           8283
366         991682             18           8300
367         991663             19           8318
368         991652             11           8337
369         991640             12           8348
370         991627             13           8360
371         991612             15           8373
372         991595             17           8388
373         991576             19           8405
374         991558             18           8424
375         991545             13           8442
376         991531             14           8455
377         991510             21           8469
378         991489             21           8490
379         991468             21           8511
380         991448             20           8532
381         991430             18           8552
382         991415             15           8570
383         991402             13           8585
384         991385             17           8598
385         991366             19           8615
386         991344             22           8634
387         991320             24           8656
388         991297             23           8680
389         991276             21           8703
390         991251             25           8724
391         991234             17           8749
392         991218             16           8766
393         991201             17           8782
394         991177             24           8799
395         991152             25           8823
396         991126             26           8848
397         991097             29           8874
398         991068             29           8903
399         991041             27           8932
400         991013             28           8959
401         990978             35           8987
402         990943             35           9022
403         990920             23           9057
404         990894             26           9080
405         990859             35           9106
406         990818             41           9141
407         990786             32           9182
408         990755             31           9214
409         990721             34           9245
410         990688             33           9279
411         990643             45           9312
412         990596             47           9357
413         990556             40           9404
414         990521             35           9444
415         990476             45           9479
416         990429             47           9524
417         990382             47           9571
418         990339             43           9618
419         990299             40           9661
420         990259             40           9701
421         990219             40           9741
422         990178             41           9781
423         990144             34           9822
424         990117             27           9856
425         990091             26           9883
426         990060             31           9909
427         990028             32           9940
428         989993             35           9972
429         989961             32          10007
430         989919             42          10039
431         989867             52          10081
432         989817             50          10133
433         989778             39          10183
434         989744             34          10222
435         989708             36          10256
436         989675             33          10292
437         989639             36          10325
438         989604             35          10361
439         989577             27          10396
440         989552             25          10423
441         989524             28          10448
442         989493             31          10476
443         989455             38          10507
444         989419             36          10545
445         989383             36          10581
446         989346             37          10617
447         989307             39          10654
448         989258             49          10693
449         989217             41          10742
450         989174             43          10783
451         989135             39          10826
452         989098             37          10865
453         989059             39          10902
454         989016             43          10941
455         988975             41          10984
456         988942             33          11025
457         988912             30          11058
458         988876             36          11088
459         988842             34          11124
460         988809             33          11158
461         988774             35          11191
462         988747             27          11226
463         988721             26          11253
464         988692             29          11279
465         988663             29          11308
466         988641             22          11337
467         988618             23          11359
468         988596             22          11382
469         988575             21          11404
470         988549             26          11425
471         988525             24          11451
472         988494             31          11475
473         988460             34          11506
474         988429             31          11540
475         988401             28          11571
476         988372             29          11599
477         988342             30          11628
478         988306             36          11658
479         988269             37          11694
480         988238             31          11731
481         988206             32          11762
482         988178             28          11794
483         988150             28          11822
484         988124             26          11850
485         988095             29          11876
486         988065             30          11905
487         988029             36          11935
488         987991             38          11971
489         987957             34          12009
490         987917             40          12043
491         987879             38          12083
492         987847             32          12121
493         987811             36          12153
494         987770             41          12189
495         987727             43          12230
496         987683             44          12273
497         987642             41          12317
498         987601             41          12358
499         987558             43          12399
500         987515             43          12442
501         987479             36          12485
502         987447             32          12521
503         987411             36          12553
504         987378             33          12589
505         987336             42          12622
506         987289             47          12664
507         987239             50          12711
508         987187             52          12761
509         987142             45          12813
510         987109             33          12858
511         987071             38          12891
512         987031             40          12929
513         986991             40          12969
514         986943             48          13009
515         986899             44          13057
516         986861             38          13101
517         986828             33          13139
518         986788             40          13172
519         986754             34          13212
520         986715             39          13246
521         986678             37          13285
522         986645             33          13322
523         986611             34          13355
524         986585             26          13389
525         986553             32          13415
526         986515             38          13447
527         986480             35          13485
528         986450             30          13520
529         986426             24          13550
530         986406             20          13574
531         986390             16          13594
532         986370             20          13610
533         986350             20          13630
534         986329             21          13650
535         986308             21          13671
536         986289             19          13692
537         986267             22          13711
538         986243             24          13733
539         986218             25          13757
540         986189             29          13782
541         986157             32          13811
542         986132             25          13843
543         986108             24          13868
544         986086             22          13892
545         986058             28          13914
546         986032             26          13942
547         985998             34          13968
548         985965             33          14002
549         985929             36          14035
550         985888             41          14071
551         985847             41          14112
552         985807             40          14153
553         985776             31          14193
554         985753             23          14224
555         985728             25          14247
556         985701             27          14272
557         985666             35          14299
558         985637             29          14334
559         985613             24          14363
560         985583             30          14387
561         985548             35          14417
562         985516             32          14452
563         985480             36          14484
564         985440             40          14520
565         985402             38          14560
566         985365             37          14598
567         985323             42          14635
568         985283             40          14677
569         985241             42          14717
570         985200             41          14759
571         985165             35          14800
572         985122             43          14835
573         985080             42          14878
574         985035             45          14920
575         984995             40          14965
576         984953             42          15005
577         984906             47          15047
578         984860             46          15094
579         984816             44          15140
580         984781             35          15184
581         984754             27          15219
582         984728             26          15246
583         984704             24          15272
584         984683             21          15296
585         984656             27          15317
586         984630             26          15344
587         984605             25          15370
588         984580             25          15395
589         984558             22          15420
590         984537             21          15442
591         984514             23          15463
592         984492             22          15486
593         984474             18          15508
594         984454             20          15526
595         984435             19          15546
596         984419             16          15565
597         984403             16          15581
598         984388             15          15597
599         984374             14          15612
600         984362             12          15626
601         984352             10          15638
602         984339             13          15648
603         984323             16          15661
604         984304             19          15677
605         984284             20          15696
606         984260             24          15716
607         984239             21          15740
608         984220             19          15761
609         984199             21          15780
610         984187             12          15801
611         984179              8          15813
612         984169             10          15821
613         984157             12          15831
614         984148              9          15843
615         984142              6          15852
616         984138              4          15858
617         984135              3          15862
618         984132              3          15865
619         984128              4          15868
620         984121              7          15872
621         984114              7          15879
622         984103             11          15886
623         984093             10          15897
624         984083             10          15907
625         984073             10          15917
626         984061             12          15927
627         984052              9          15939
628         984042             10          15948
629         984033              9          15958
630         984026              7          15967
631         984018              8          15974
632         984014              4          15982
633         984012              2          15986
634         984010              2          15988
635         984007              3          15990
636         984005              2          15993
637         984003              2          15995
638         984000              3          15997
639         983999              1          16000
640         983997              2          16001
641         983996              1          16003
642         983995              1          16004
643         983994              1          16005
644         983993              1          16006
645         983992              1          16007
646         983990              2          16008
647         983988              2          16010
648         983986              2          16012
649         983983              3          16014
650         983981              2          16017
651         983978              3          16019
652         983975              3          16022
653         983972              3          16025
654         983969              3          16028
655         983966              3          16031
656         983961              5          16034
657         983957              4          16039
658         983955              2          16043
659         983953              2          16045
660         983952              1          16047
661         983951              1          16048
662         983951              0          16049
